region,date,type,median,mean,sd,lower_20,upper_20,lower_50,upper_50,lower_90,upper_90
England,2020-03-19,estimate,540,604,366,477,524,478,614,321,758
England,2020-03-20,estimate,604,749,676,547,600,523,676,360,928
England,2020-03-21,estimate,638,592,206,605,663,572,730,90,834
England,2020-03-22,estimate,800,819,290,717,789,701,902,530,1157
England,2020-03-23,estimate,1098,1060,306,1067,1172,955,1244,592,1554
England,2020-03-24,estimate,1318,1246,406,1285,1410,1135,1483,374,1832
England,2020-03-25,estimate,1564,1473,484,1533,1682,1391,1800,556,2250
England,2020-03-26,estimate,1823,2093,1346,1714,1872,1525,1973,1103,2674
England,2020-03-27,estimate,1882,2505,2562,1676,1850,1642,2121,951,2959
England,2020-03-28,estimate,1788,1707,555,1617,1792,1561,2042,662,2613
England,2020-03-29,estimate,2062,2238,1058,1895,2080,1792,2319,1287,3003
England,2020-03-30,estimate,2524,2556,860,2566,2796,2168,2793,1552,3539
England,2020-03-31,estimate,2721,2650,763,2587,2832,2358,3053,1667,3925
England,2020-04-01,estimate,2810,2779,812,2718,2976,2448,3180,1725,4031
England,2020-04-02,estimate,2926,4957,7976,2687,2940,2472,3212,831,5987
England,2020-04-03,estimate,2738,7234,16224,2428,2680,2240,2927,1462,14291
England,2020-04-04,estimate,2353,2389,819,2219,2445,2081,2703,1517,3349
England,2020-04-05,estimate,2444,4150,6417,2210,2427,2124,2739,1334,6625
England,2020-04-06,estimate,2750,3825,4505,2483,2726,2366,3090,1359,4380
England,2020-04-07,estimate,2744,3424,2997,2410,2659,2341,3027,1638,4251
England,2020-04-08,estimate,2686,3638,3920,2387,2633,2300,2983,1604,4730
England,2020-04-09,estimate,2547,13677,38942,2256,2475,2102,2732,1365,26271
England,2020-04-10,estimate,2213,22930,75802,2007,2192,1935,2506,1186,51184
England,2020-04-11,estimate,1920,3244,5033,1713,1884,1616,2082,1065,5114
England,2020-04-12,estimate,1873,11683,34580,1675,1835,1522,2004,977,29553
England,2020-04-13,estimate,2064,9347,26051,1915,2091,1765,2277,1030,18951
England,2020-04-14,estimate,2038,7461,19460,1890,2070,1680,2202,986,15053
England,2020-04-15,estimate,1980,7412,19168,1629,1823,1592,2105,1091,14738
England,2020-04-16,estimate,1852,53135,183796,1644,1817,1585,2062,985,121398
England,2020-04-17,estimate,1631,100551,353967,1494,1635,1371,1781,719,243756
England,2020-04-18,estimate,1423,8257,23902,1246,1377,1161,1526,808,20740
England,2020-04-19,estimate,1390,47257,160387,1291,1411,1136,1474,701,122703
England,2020-04-20,estimate,1538,32710,114609,1449,1577,1333,1695,873,82200
England,2020-04-21,estimate,1541,23370,75473,1431,1567,1281,1658,755,67188
England,2020-04-22,estimate,1513,25401,81078,1365,1500,1207,1594,815,63660
England,2020-04-23,estimate,1456,236760,845408,1323,1450,1227,1590,827,623285
England,2020-04-24,estimate,1289,407802,1404213,1184,1294,1066,1383,714,1143183
England,2020-04-25,estimate,1148,28751,103162,1030,1128,945,1229,478,69674
England,2020-04-26,estimate,1136,220704,774187,1016,1116,932,1214,426,554174
England,2020-04-27,estimate,1288,120063,413565,1192,1302,1073,1386,699,360915
England,2020-04-28,estimate,1292,94589,329758,1185,1294,1089,1413,709,262922
England,2020-04-29,estimate,1267,112346,396853,1120,1231,1042,1366,761,263898
England,2020-04-30,estimate,1230,1008450,3637872,1105,1214,1028,1325,688,2360932
England,2020-05-01,estimate,1104,1251580,4470555,971,1073,879,1164,491,3223549
England,2020-05-02,estimate,973,132787,453678,855,943,797,1044,521,341413
England,2020-05-03,estimate,958,871295,3128075,859,941,758,1004,477,2150807
England,2020-05-04,estimate,1080,573642,2062652,1028,1124,894,1161,544,1496367
England,2020-05-05,estimate,1086,453503,1655128,953,1055,909,1187,516,1106486
England,2020-05-06,estimate,1064,456377,1585211,965,1063,895,1166,611,1293163
England,2020-05-07,estimate,1019,1281707,4306435,901,998,861,1120,530,3523676
England,2020-05-08,estimate,902,1154346,4082027,829,909,753,981,416,2934644
England,2020-05-09,estimate,789,659948,2207818,716,790,656,857,407,2198964
England,2020-05-10,estimate,784,1363042,4777391,687,758,666,860,375,3898072
England,2020-05-11,estimate,878,1215860,4542007,789,864,732,952,454,2871879
England,2020-05-12,estimate,880,1231387,4220610,821,896,746,963,458,3660048
England,2020-05-13,estimate,866,1251424,4483131,819,900,700,919,460,2876814
England,2020-05-14,estimate,828,1068526,3733943,732,808,683,893,374,2846135
England,2020-05-15,estimate,742,1306315,4496564,652,719,623,812,417,4127989
England,2020-05-16,estimate,652,1224442,4476482,589,649,539,707,345,3395059
England,2020-05-17,estimate,647,1332585,4785712,578,639,514,682,342,3485125
England,2020-05-18,estimate,734,1360756,4860263,631,697,610,793,317,3164804
England,2020-05-19,estimate,734,1268802,4661546,652,715,633,816,389,3596623
England,2020-05-20,estimate,728,1168880,4095888,649,715,588,776,373,3144699
England,2020-05-21,estimate,700,1421962,5128241,622,684,560,740,353,3542947
England,2020-05-22,estimate,619,1284773,4411536,562,621,515,675,250,3817134
