region,date,type,median,mean,sd,lower_20,upper_20,lower_50,upper_50,lower_90,upper_90
England,2020-03-19,estimate,0.215,0.214,0.03,0.208,0.222,0.197,0.238,0.171,0.26
England,2020-03-20,estimate,0.199,0.2,0.022,0.174,0.183,0.174,0.203,0.169,0.236
England,2020-03-21,estimate,0.181,0.183,0.015,0.176,0.18,0.176,0.193,0.159,0.208
England,2020-03-22,estimate,0.166,0.166,0.012,0.174,0.18,0.163,0.18,0.143,0.181
England,2020-03-23,estimate,0.144,0.147,0.016,0.141,0.147,0.133,0.148,0.13,0.183
England,2020-03-24,estimate,0.121,0.128,0.024,0.116,0.121,0.113,0.127,0.109,0.187
England,2020-03-25,estimate,0.099,0.109,0.032,0.094,0.1,0.09,0.104,0.086,0.19
England,2020-03-26,estimate,0.077,0.09,0.04,0.071,0.076,0.067,0.081,0.063,0.194
England,2020-03-27,estimate,0.055,0.071,0.048,0.05,0.055,0.047,0.063,0.042,0.197
England,2020-03-28,estimate,0.035,0.054,0.056,0.029,0.034,0.027,0.042,0.021,0.2
England,2020-03-29,estimate,0.016,0.038,0.063,0.01,0.015,0.007,0.022,0.002,0.203
England,2020-03-30,estimate,-0.002,0.023,0.069,-0.009,-0.004,-0.01,0.004,-0.015,0.205
England,2020-03-31,estimate,-0.017,0.01,0.075,-0.021,-0.016,-0.026,-0.013,-0.029,0.207
England,2020-04-01,estimate,-0.031,-0.002,0.08,-0.035,-0.031,-0.039,-0.026,-0.042,0.208
England,2020-04-02,estimate,-0.042,-0.012,0.084,-0.046,-0.041,-0.05,-0.037,-0.054,0.209
England,2020-04-03,estimate,-0.051,-0.02,0.087,-0.055,-0.05,-0.059,-0.047,-0.063,0.209
England,2020-04-04,estimate,-0.059,-0.027,0.089,-0.061,-0.057,-0.068,-0.056,-0.07,0.209
England,2020-04-05,estimate,-0.064,-0.031,0.091,-0.066,-0.062,-0.073,-0.06,-0.076,0.209
England,2020-04-06,estimate,-0.068,-0.035,0.092,-0.071,-0.067,-0.075,-0.063,-0.079,0.208
England,2020-04-07,estimate,-0.07,-0.037,0.092,-0.074,-0.07,-0.077,-0.064,-0.081,0.206
England,2020-04-08,estimate,-0.07,-0.037,0.092,-0.074,-0.07,-0.077,-0.065,-0.081,0.205
England,2020-04-09,estimate,-0.069,-0.036,0.091,-0.076,-0.071,-0.077,-0.064,-0.08,0.203
England,2020-04-10,estimate,-0.067,-0.034,0.089,-0.074,-0.069,-0.073,-0.061,-0.078,0.201
England,2020-04-11,estimate,-0.063,-0.032,0.088,-0.067,-0.062,-0.071,-0.058,-0.074,0.199
England,2020-04-12,estimate,-0.059,-0.028,0.086,-0.062,-0.057,-0.067,-0.054,-0.07,0.197
England,2020-04-13,estimate,-0.054,-0.024,0.083,-0.056,-0.051,-0.061,-0.047,-0.065,0.196
England,2020-04-14,estimate,-0.048,-0.019,0.081,-0.05,-0.046,-0.056,-0.043,-0.06,0.194
England,2020-04-15,estimate,-0.042,-0.014,0.078,-0.046,-0.041,-0.051,-0.038,-0.055,0.192
