INFO [2020-11-03 15:38:09] Producing following optional outputs: regions, samples, summary, timing
INFO [2020-11-03 15:41:17] Producing following optional outputs: regions, samples, summary, timing
INFO [2020-11-03 15:46:36] Producing following optional outputs: regions, samples, summary, timing
INFO [2020-11-03 16:05:20] Producing following optional outputs: regions, samples, summary, timing
INFO [2020-11-03 16:13:31] Producing following optional outputs: regions, samples, summary, timing
INFO [2020-11-03 16:20:17] Producing following optional outputs: regions, samples, summary, timing
INFO [2020-11-03 16:51:46] Producing following optional outputs: regions, samples, summary, timing
INFO [2020-11-03 17:02:36] Producing following optional outputs: regions, samples, summary, timing
INFO [2020-11-03 17:11:14] Producing following optional outputs: regions, samples, summary, timing
INFO [2020-11-03 17:20:39] Producing following optional outputs: regions, samples, summary, timing
INFO [2020-11-03 17:27:59] Producing following optional outputs: regions, samples, summary, timing
