median,lower_90,lower_50,upper_50,upper_90,region,source,model
0.911366661257624,0.8447526335982374,0.8835386517785783,0.941337158317593,0.9856650770307517,South West,cases,Single breakpoint
0.7742191931185299,0.7203029269087374,0.7527990379773998,0.7958655942203451,0.8309140136881407,Wales,cases,Single breakpoint
0.7552926365142081,0.7056667543719378,0.7352740420180872,0.7761178626197023,0.8090071208156817,Northern Ireland,cases,Single breakpoint
0.9404826560789041,0.8377281963278312,0.8985235401528452,0.9821472675915703,1.0170006746826656,South West,admissions,Single breakpoint
0.712137203743532,0.508910752276676,0.6191553525239022,0.8161528031638894,0.9789456116623999,Wales,admissions,Single breakpoint
0.7385634117901089,0.567990307732883,0.6628158379624325,0.8404133539544574,0.9737715068320443,Northern Ireland,admissions,Single breakpoint
0.978087515764717,0.7482959010762489,0.9027565427228498,1.0092485676020957,1.080302281575314,South West,deaths,Single breakpoint
0.9728587552518744,0.7405672246490473,0.89882670463532,1.009402998477306,1.0793519286164142,Wales,deaths,Single breakpoint
0.9121142803902424,0.5967986962383581,0.7876741598053247,0.986628489166911,1.0407794680606393,Northern Ireland,deaths,Single breakpoint
0.9730584494863861,0.8705008317391116,0.9351309223359217,1.0100467863694402,1.0853524989354184,South West,cases,Random walk + breakpoint
0.7611420816651275,0.6547020273690577,0.7154008249029492,0.8061847737663941,0.8762629606716632,Wales,cases,Random walk + breakpoint
0.8281158033625324,0.7713943165585275,0.804583644995692,0.8520703320645604,0.8887314331409475,Northern Ireland,cases,Random walk + breakpoint
0.9789643664045149,0.8567681656555642,0.9362759997973759,1.0095507172336713,1.0794900187768341,South West,admissions,Random walk + breakpoint
0.8600079196548861,0.6307384948171085,0.7712379588891709,0.9409285574251491,1.030365898569481,Wales,admissions,Random walk + breakpoint
0.7795244824977623,0.5891300988142137,0.6956001055530634,0.8763643397101369,0.9946777119200148,Northern Ireland,admissions,Random walk + breakpoint
0.9665830130925172,0.7245800562026613,0.8807250055527447,1.0134593657107773,1.1303578138858557,South West,deaths,Random walk + breakpoint
0.9801316356530381,0.7349370511329074,0.8973521508738208,1.0138033490422964,1.1285023164479961,Wales,deaths,Random walk + breakpoint
0.9303858727290653,0.6290753748650958,0.8254207602545965,0.9915925563034855,1.0451604580886031,Northern Ireland,deaths,Random walk + breakpoint
