region,date,type,median,lower_90,upper_90,lower_50,upper_50
England,2020-02-26,estimate,8,7,10,8,9
England,2020-02-27,estimate,14,12,16,13,15
England,2020-02-28,estimate,21,17,24,19,22
England,2020-02-29,estimate,29,25,35,27,31
England,2020-03-01,estimate,43,36,51,40,46
England,2020-03-02,estimate,66,56,77,61,69
England,2020-03-03,estimate,94,79,109,87,100
England,2020-03-04,estimate,121,101,139,111,127
England,2020-03-05,estimate,127,109,151,118,134
England,2020-03-06,estimate,170,143,198,156,178
England,2020-03-07,estimate,244,204,284,228,261
England,2020-03-08,estimate,233,204,264,222,247
England,2020-03-09,estimate,279,240,319,262,295
England,2020-03-10,estimate,335,281,383,311,353
England,2020-03-11,estimate,402,343,471,370,421
England,2020-03-12,estimate,483,408,564,449,510
England,2020-03-13,estimate,582,501,688,552,625
England,2020-03-14,estimate,702,598,815,653,741
England,2020-03-15,estimate,845,727,979,792,895
England,2020-03-16,estimate,1015,869,1167,946,1065
England,2020-03-17,estimate,1211,1049,1397,1122,1261
England,2020-03-18,estimate,1434,1226,1634,1357,1521
England,2020-03-19,estimate,1687,1449,1923,1575,1768
England,2020-03-20,estimate,1964,1714,2260,1850,2074
England,2020-03-21,estimate,2264,1958,2587,2139,2396
England,2020-03-22,estimate,2574,2244,2958,2435,2724
England,2020-03-23,estimate,2895,2481,3287,2735,3062
England,2020-03-24,estimate,3207,2778,3662,2985,3345
England,2020-03-25,estimate,3511,3024,3976,3317,3709
England,2020-03-26,estimate,3790,3254,4270,3562,3977
England,2020-03-27,estimate,4038,3507,4574,3780,4218
England,2020-03-28,estimate,4247,3694,4809,3984,4434
England,2020-03-29,estimate,4413,3878,5046,4166,4629
England,2020-03-30,estimate,4533,3925,5123,4297,4774
England,2020-03-31,estimate,4614,4011,5225,4362,4855
England,2020-04-01,estimate,4646,4025,5254,4378,4878
England,2020-04-02,estimate,4639,4008,5239,4354,4859
England,2020-04-03,estimate,4596,3953,5183,4368,4874
England,2020-04-04,estimate,4518,3877,5097,4264,4766
England,2020-04-05,estimate,4418,3812,5024,4093,4590
England,2020-04-06,estimate,4300,3764,4953,4050,4536
England,2020-04-07,estimate,4166,3569,4730,3898,4367
England,2020-04-08,estimate,4023,3455,4584,3765,4226
England,2020-04-09,estimate,3869,3299,4395,3623,4068
England,2020-04-10,estimate,3714,3154,4216,3476,3899
England,2020-04-11,estimate,3555,3045,4068,3306,3712
England,2020-04-12,estimate,3397,2943,3925,3204,3599
England,2020-04-13,estimate,3247,2760,3710,2985,3374
England,2020-04-14,estimate,3101,2667,3573,2896,3264
England,2020-04-15,estimate,2966,2534,3397,2749,3100
England,2020-04-16,estimate,2837,2404,3236,2659,2993
England,2020-04-17,estimate,2706,2306,3106,2518,2838
England,2020-04-18,estimate,2585,2168,2941,2390,2700
England,2020-04-19,estimate,2470,2124,2862,2313,2608
England,2020-04-20,estimate,2359,2008,2714,2176,2464
England,2020-04-21,estimate,2258,1933,2616,2114,2392
England,2020-04-22,estimate,2163,1855,2520,2011,2281
England,2020-04-23,estimate,2071,1778,2420,1907,2165
England,2020-04-24,estimate,1982,1703,2321,1828,2077
England,2020-04-25,estimate,1902,1634,2231,1768,2010
England,2020-04-26,estimate,1824,1557,2133,1712,1944
England,2020-04-27,estimate,1748,1491,2046,1612,1833
England,2020-04-28,estimate,1674,1418,1949,1563,1774
England,2020-04-29,estimate,1604,1357,1864,1501,1703
England,2020-04-30,estimate,1535,1286,1771,1425,1618
England,2020-05-01,estimate,1469,1229,1690,1366,1550
England,2020-05-02,estimate,1403,1201,1637,1299,1472
England,2020-05-03,estimate,1336,1144,1555,1230,1397
England,2020-05-04,estimate,1273,1076,1465,1187,1343
England,2020-05-05,estimate,1208,1038,1404,1128,1277
England,2020-05-06,estimate,1147,979,1322,1080,1222
England,2020-05-07,estimate,1087,928,1252,1021,1154
England,2020-05-08,estimate,1029,883,1189,961,1087
England,2020-05-09,estimate,972,832,1121,902,1021
England,2020-05-10,estimate,917,783,1055,858,969
England,2020-05-11,estimate,866,738,997,822,926
England,2020-05-12,estimate,817,703,947,769,866
England,2020-05-13,estimate,772,658,888,717,809
England,2020-05-14,estimate,729,623,841,676,763
England,2020-05-15,estimate,689,594,801,643,726
England,2020-05-16,estimate,652,557,755,615,695
England,2020-05-17,estimate,619,527,716,579,655
England,2020-05-18,estimate,588,500,680,548,620
England,2020-05-19,estimate,560,476,650,525,594
England,2020-05-20,estimate,535,452,619,501,567
England,2020-05-21,estimate,511,428,590,479,544
England,2020-05-22,estimate,490,414,568,456,519
England,2020-05-23,estimate,471,397,544,441,501
England,2020-05-24,estimate,453,383,526,415,473
England,2020-05-25,estimate,436,369,506,409,465
England,2020-05-26,estimate,420,357,491,394,448
England,2020-05-27,estimate,404,342,471,370,422
England,2020-05-28,estimate,389,325,450,361,412
England,2020-05-29,estimate,375,317,437,352,400
England,2020-05-30,estimate,361,304,420,334,380
England,2020-05-31,estimate,346,291,402,320,365
England,2020-06-01,estimate,332,278,385,309,352
England,2020-06-02,estimate,318,269,372,295,336
England,2020-06-03,estimate,305,256,353,282,321
England,2020-06-04,estimate,291,249,340,269,306
England,2020-06-05,estimate,279,234,321,260,295
England,2020-06-06,estimate,266,226,308,250,283
England,2020-06-07,estimate,255,218,296,241,272
England,2020-06-08,estimate,244,210,284,231,261
England,2020-06-09,estimate,235,202,273,220,249
England,2020-06-10,estimate,227,194,263,210,239
England,2020-06-11,estimate,220,186,254,205,234
England,2020-06-12,estimate,214,181,250,200,229
England,2020-06-13,estimate,211,177,247,194,223
England,2020-06-14,estimate,209,175,245,189,219
England,2020-06-15,estimate,208,175,246,190,221
England,2020-06-16,estimate,210,175,249,193,224
England,2020-06-17,estimate,213,175,252,196,229
England,2020-06-18,estimate,219,179,258,202,235
England,2020-06-19,estimate,227,186,269,209,243
England,2020-06-20,estimate,238,195,282,219,255
England,2020-06-21,estimate,251,205,295,232,269
England,2020-06-22,estimate,267,224,316,250,288
England,2020-06-23,estimate,286,240,335,269,307
England,2020-06-24,estimate,309,261,359,291,330
England,2020-06-25,estimate,335,288,390,315,356
England,2020-06-26,estimate,363,312,418,342,384
England,2020-06-27,estimate,395,344,456,372,418
England,2020-06-28,estimate,430,374,493,409,458
England,2020-06-29,estimate,466,406,533,442,493
England,2020-06-30,estimate,504,442,579,475,531
England,2020-07-01,estimate,542,469,619,508,569
England,2020-07-02,estimate,578,500,664,540,607
England,2020-07-03,estimate,612,525,704,568,640
England,2020-07-04,estimate,643,554,744,601,677
England,2020-07-05,estimate,669,578,777,624,705
England,2020-07-06,estimate,690,594,800,644,728
England,2020-07-07,estimate,704,605,816,654,738
England,2020-07-08,estimate,713,606,817,663,747
England,2020-07-09,estimate,718,615,826,668,751
England,2020-07-10,estimate,720,620,830,670,753
England,2020-07-11,estimate,717,619,826,673,755
England,2020-07-12,estimate,713,610,816,669,750
England,2020-07-13,estimate,707,602,806,661,743
England,2020-07-14,estimate,700,604,807,653,735
England,2020-07-15,estimate,695,594,795,648,730
England,2020-07-16,estimate,691,582,784,643,726
England,2020-07-17,estimate,687,585,787,642,725
England,2020-07-18,estimate,686,585,787,648,732
England,2020-07-19,estimate,688,585,790,642,726
England,2020-07-20,estimate,693,592,798,645,730
England,2020-07-21,estimate,701,590,800,649,736
England,2020-07-22,estimate,713,609,822,654,742
England,2020-07-23,estimate,728,617,834,682,771
England,2020-07-24,estimate,746,639,864,695,785
England,2020-07-25,estimate,766,648,881,715,809
England,2020-07-26,estimate,790,681,922,744,842
England,2020-07-27,estimate,815,697,948,764,866
England,2020-07-28,estimate,842,709,972,790,897
England,2020-07-29,estimate,870,736,1007,813,924
England,2020-07-30,estimate,897,755,1039,842,957
England,2020-07-31,estimate,924,781,1076,857,975
England,2020-08-01,estimate,948,811,1117,882,1003
England,2020-08-02,estimate,972,826,1135,905,1028
England,2020-08-03,estimate,993,841,1155,908,1035
England,2020-08-04,estimate,1010,862,1176,941,1068
England,2020-08-05,estimate,1023,873,1194,950,1078
England,2020-08-06,estimate,1032,861,1198,966,1099
England,2020-08-07,estimate based on partial data,1039,863,1221,955,1099
England,2020-08-08,estimate based on partial data,1041,843,1239,940,1097
England,2020-08-09,estimate based on partial data,1041,822,1279,936,1116
England,2020-08-10,estimate based on partial data,1040,784,1320,918,1128
England,2020-08-11,estimate based on partial data,1040,743,1372,884,1132
England,2020-08-12,estimate based on partial data,1036,714,1457,862,1156
England,2020-08-13,estimate based on partial data,1031,651,1527,830,1173
England,2020-08-14,estimate based on partial data,1030,541,1570,766,1160
England,2020-08-15,estimate based on partial data,1024,484,1672,720,1167
England,2020-08-16,estimate based on partial data,1023,448,1812,653,1157
England,2020-08-17,estimate based on partial data,1026,356,1906,588,1151
Northern Ireland,2020-02-26,estimate,1,1,1,1,1
