INFO [2020-11-03 09:40:10] Producing following optional outputs: regions, samples, summary, timing
INFO [2020-11-03 09:51:36] Producing following optional outputs: regions, samples, summary, timing
INFO [2020-11-03 10:19:32] Reporting estimates using data up to: 2020-10-31
INFO [2020-11-03 10:21:02] Producing following optional outputs: regions, samples, summary, timing
INFO [2020-11-03 10:22:00] Producing following optional outputs: regions, samples, summary, timing
INFO [2020-11-03 10:29:35] Producing following optional outputs: regions, samples, summary, timing
INFO [2020-11-03 10:35:35] Producing following optional outputs: regions, samples, summary, timing
INFO [2020-11-03 11:50:16] Producing following optional outputs: regions, samples, summary, timing
INFO [2020-11-03 11:51:01] Producing following optional outputs: regions, samples, summary, timing
INFO [2020-11-03 11:51:30] Producing following optional outputs: regions, samples, summary, timing
INFO [2020-11-03 11:51:42] Producing following optional outputs: regions, samples, summary, timing
