region,date,type,median,mean,sd,lower_20,upper_20,lower_50,upper_50,lower_90,upper_90
England,2020-03-19,estimate,1.9,1.99,0.3,1.85,1.91,1.78,1.96,1.75,2.71
England,2020-03-20,estimate,1.82,1.93,0.32,1.78,1.82,1.73,1.87,1.7,2.74
England,2020-03-21,estimate,1.74,1.86,0.36,1.71,1.74,1.68,1.78,1.65,2.79
England,2020-03-22,estimate,1.65,1.79,0.4,1.63,1.66,1.61,1.69,1.58,2.83
England,2020-03-23,estimate,1.56,1.72,0.44,1.55,1.57,1.53,1.59,1.51,2.89
England,2020-03-24,estimate,1.47,1.65,0.49,1.45,1.47,1.43,1.49,1.42,2.94
England,2020-03-25,estimate,1.38,1.57,0.54,1.35,1.37,1.35,1.4,1.33,3
England,2020-03-26,estimate,1.29,1.51,0.59,1.27,1.29,1.26,1.32,1.24,3.06
England,2020-03-27,estimate,1.21,1.44,0.64,1.19,1.21,1.17,1.23,1.16,3.12
England,2020-03-28,estimate,1.13,1.38,0.68,1.11,1.13,1.1,1.15,1.08,3.17
England,2020-03-29,estimate,1.06,1.32,0.72,1.04,1.06,1.02,1.08,1.01,3.22
England,2020-03-30,estimate,0.99,1.27,0.75,0.97,0.99,0.96,1.02,0.95,3.26
England,2020-03-31,estimate,0.94,1.23,0.78,0.92,0.94,0.9,0.95,0.89,3.3
England,2020-04-01,estimate,0.89,1.19,0.81,0.87,0.89,0.86,0.91,0.85,3.32
England,2020-04-02,estimate,0.85,1.16,0.82,0.83,0.85,0.82,0.87,0.81,3.34
England,2020-04-03,estimate,0.82,1.13,0.84,0.81,0.82,0.79,0.83,0.78,3.34
England,2020-04-04,estimate,0.79,1.11,0.84,0.79,0.8,0.77,0.81,0.75,3.34
England,2020-04-05,estimate,0.77,1.09,0.85,0.77,0.78,0.75,0.79,0.74,3.33
England,2020-04-06,estimate,0.76,1.08,0.85,0.75,0.76,0.74,0.78,0.72,3.31
England,2020-04-07,estimate,0.76,1.07,0.84,0.74,0.76,0.73,0.77,0.72,3.29
England,2020-04-08,estimate,0.75,1.06,0.83,0.74,0.76,0.73,0.77,0.72,3.26
England,2020-04-09,estimate,0.76,1.06,0.82,0.74,0.75,0.73,0.77,0.72,3.23
England,2020-04-10,estimate,0.77,1.07,0.81,0.74,0.76,0.74,0.78,0.73,3.2
England,2020-04-11,estimate,0.78,1.07,0.79,0.77,0.78,0.75,0.79,0.74,3.16
England,2020-04-12,estimate,0.79,1.08,0.77,0.78,0.8,0.77,0.81,0.75,3.13
England,2020-04-13,estimate,0.81,1.09,0.76,0.8,0.82,0.78,0.83,0.77,3.1
England,2020-04-14,estimate,0.83,1.1,0.74,0.82,0.84,0.8,0.85,0.79,3.07
England,2020-04-15,estimate,0.85,1.12,0.73,0.84,0.85,0.82,0.87,0.81,3.04
England,2020-04-16,estimate,0.87,1.13,0.71,0.86,0.87,0.84,0.89,0.83,3.01
England,2020-04-17,estimate,0.89,1.15,0.7,0.88,0.89,0.86,0.9,0.85,2.99
England,2020-04-18,estimate,0.9,1.16,0.69,0.89,0.91,0.88,0.92,0.86,2.97
England,2020-04-19,estimate,0.92,1.17,0.68,0.9,0.91,0.89,0.94,0.88,2.96
England,2020-04-20,estimate,0.93,1.18,0.67,0.92,0.94,0.9,0.95,0.89,2.94
England,2020-04-21,estimate,0.94,1.19,0.66,0.91,0.93,0.91,0.96,0.9,2.94
England,2020-04-22,estimate,0.95,1.19,0.66,0.92,0.94,0.91,0.97,0.9,2.93
England,2020-04-23,estimate,0.95,1.19,0.66,0.93,0.95,0.92,0.97,0.91,2.93
England,2020-04-24,estimate,0.95,1.19,0.66,0.94,0.96,0.92,0.96,0.91,2.94
England,2020-04-25,estimate,0.95,1.19,0.66,0.93,0.94,0.92,0.97,0.9,2.94
England,2020-04-26,estimate,0.94,1.19,0.67,0.93,0.94,0.91,0.96,0.9,2.95
England,2020-04-27,estimate,0.93,1.19,0.68,0.92,0.93,0.9,0.95,0.89,2.97
England,2020-04-28,estimate,0.93,1.18,0.69,0.91,0.93,0.9,0.95,0.89,2.99
England,2020-04-29,estimate,0.92,1.18,0.7,0.9,0.92,0.89,0.94,0.88,3.02
England,2020-04-30,estimate,0.91,1.18,0.71,0.9,0.92,0.88,0.93,0.87,3.05
England,2020-05-01,estimate,0.91,1.17,0.73,0.89,0.91,0.87,0.92,0.86,3.09
England,2020-05-02,estimate,0.9,1.18,0.74,0.89,0.91,0.87,0.92,0.86,3.14
England,2020-05-03,estimate,0.9,1.18,0.76,0.87,0.89,0.87,0.91,0.85,3.2
England,2020-05-04,estimate,0.89,1.18,0.79,0.87,0.89,0.86,0.91,0.85,3.26
England,2020-05-05,estimate,0.89,1.19,0.81,0.87,0.89,0.86,0.91,0.85,3.33
England,2020-05-06,estimate,0.89,1.2,0.84,0.87,0.89,0.87,0.91,0.85,3.41
England,2020-05-07,estimate,0.89,1.21,0.87,0.87,0.89,0.86,0.91,0.85,3.5
England,2020-05-08,estimate,0.89,1.23,0.9,0.88,0.9,0.86,0.91,0.85,3.6
England,2020-05-09,estimate,0.9,1.24,0.93,0.88,0.9,0.86,0.91,0.86,3.71
England,2020-05-10,estimate,0.9,1.26,0.97,0.89,0.91,0.87,0.92,0.86,3.82
England,2020-05-11,estimate,0.91,1.28,1.01,0.9,0.92,0.88,0.92,0.86,3.95
England,2020-05-12,estimate,0.91,1.3,1.05,0.89,0.91,0.88,0.93,0.87,4.08
England,2020-05-13,estimate,0.91,1.32,1.09,0.91,0.92,0.88,0.93,0.87,4.21
England,2020-05-14,estimate,0.92,1.34,1.14,0.91,0.92,0.89,0.94,0.88,4.35
England,2020-05-15,estimate,0.92,1.36,1.18,0.9,0.91,0.89,0.94,0.88,4.49
England,2020-05-16,estimate,0.92,1.38,1.23,0.9,0.92,0.89,0.93,0.88,4.64
England,2020-05-17,estimate,0.92,1.4,1.28,0.9,0.92,0.89,0.93,0.88,4.78
England,2020-05-18,estimate,0.92,1.41,1.32,0.91,0.92,0.89,0.93,0.88,4.91
England,2020-05-19,estimate,0.92,1.43,1.37,0.9,0.92,0.88,0.93,0.87,5.04
England,2020-05-20,estimate,0.91,1.44,1.41,0.9,0.92,0.88,0.93,0.87,5.16
England,2020-05-21,estimate,0.91,1.45,1.45,0.89,0.91,0.88,0.92,0.86,5.27
England,2020-05-22,estimate,0.9,1.46,1.48,0.89,0.9,0.87,0.92,0.86,5.37
England,2020-05-23,estimate,0.89,1.46,1.51,0.87,0.89,0.86,0.91,0.85,5.46
England,2020-05-24,estimate,0.89,1.46,1.54,0.87,0.89,0.86,0.91,0.85,5.53
England,2020-05-25,estimate,0.88,1.47,1.56,0.86,0.88,0.85,0.9,0.84,5.59
England,2020-05-26,estimate,0.88,1.47,1.57,0.87,0.88,0.85,0.9,0.84,5.63
England,2020-05-27,estimate,0.88,1.47,1.58,0.86,0.88,0.85,0.9,0.83,5.66
England,2020-05-28,estimate,0.87,1.47,1.59,0.86,0.88,0.84,0.89,0.83,5.67
England,2020-05-29,estimate,0.87,1.47,1.59,0.87,0.88,0.85,0.89,0.83,5.67
England,2020-05-30,estimate,0.87,1.47,1.58,0.86,0.88,0.84,0.89,0.83,5.66
England,2020-05-31,estimate,0.88,1.47,1.58,0.87,0.89,0.84,0.89,0.83,5.63
England,2020-06-01,estimate,0.88,1.46,1.56,0.86,0.87,0.85,0.9,0.84,5.6
England,2020-06-02,estimate,0.88,1.46,1.55,0.87,0.89,0.86,0.9,0.84,5.56
England,2020-06-03,estimate,0.89,1.46,1.53,0.88,0.89,0.86,0.91,0.85,5.51
England,2020-06-04,estimate,0.89,1.46,1.51,0.88,0.9,0.87,0.91,0.85,5.45
England,2020-06-05,estimate,0.9,1.46,1.49,0.88,0.9,0.88,0.92,0.86,5.39
England,2020-06-06,estimate,0.91,1.45,1.46,0.9,0.91,0.87,0.92,0.86,5.32
England,2020-06-07,estimate,0.91,1.45,1.44,0.89,0.91,0.88,0.93,0.87,5.25
England,2020-06-08,estimate,0.92,1.45,1.41,0.9,0.92,0.89,0.94,0.87,5.18
England,2020-06-09,estimate,0.92,1.44,1.38,0.91,0.93,0.89,0.94,0.88,5.1
England,2020-06-10,estimate,0.92,1.43,1.36,0.9,0.92,0.89,0.94,0.88,5.03
England,2020-06-11,estimate,0.92,1.42,1.33,0.9,0.92,0.89,0.94,0.88,4.95
England,2020-06-12,estimate,0.92,1.41,1.31,0.9,0.92,0.89,0.94,0.88,4.88
England,2020-06-13,estimate,0.92,1.4,1.29,0.9,0.92,0.88,0.93,0.87,4.82
England,2020-06-14,estimate,0.91,1.39,1.27,0.9,0.92,0.89,0.94,0.87,4.75
England,2020-06-15,estimate,0.91,1.38,1.26,0.89,0.91,0.87,0.93,0.86,4.7
England,2020-06-16,estimate,0.9,1.36,1.24,0.89,0.91,0.87,0.92,0.85,4.65
England,2020-06-17,estimate,0.89,1.35,1.24,0.87,0.88,0.85,0.9,0.85,4.62
England,2020-06-18,estimate,0.88,1.34,1.23,0.86,0.88,0.85,0.89,0.83,4.6
England,2020-06-19,estimate,0.87,1.33,1.23,0.86,0.88,0.84,0.88,0.82,4.59
England,2020-06-20,estimate,0.86,1.32,1.24,0.85,0.86,0.82,0.87,0.81,4.6
England,2020-06-21,estimate,0.85,1.31,1.25,0.84,0.85,0.81,0.86,0.8,4.63
England,2020-06-22,estimate,0.84,1.31,1.27,0.82,0.84,0.8,0.85,0.79,4.68
England,2020-06-23,estimate,0.83,1.31,1.3,0.8,0.82,0.8,0.84,0.78,4.75
England,2020-06-24,estimate,0.82,1.32,1.33,0.8,0.81,0.79,0.84,0.78,4.85
England,2020-06-25,estimate,0.82,1.33,1.38,0.81,0.83,0.78,0.83,0.77,4.97
England,2020-06-26,estimate,0.81,1.34,1.42,0.79,0.81,0.79,0.84,0.77,5.11
England,2020-06-27,estimate,0.81,1.36,1.48,0.79,0.8,0.78,0.83,0.77,5.29
England,2020-06-28,estimate,0.81,1.39,1.55,0.79,0.81,0.79,0.84,0.77,5.49
England,2020-06-29,estimate,0.81,1.42,1.63,0.79,0.81,0.78,0.83,0.77,5.72
England,2020-06-30,estimate,0.82,1.46,1.71,0.81,0.82,0.79,0.84,0.77,5.98
England,2020-07-01,estimate,0.82,1.5,1.8,0.81,0.83,0.79,0.84,0.78,6.26
England,2020-07-02,estimate,0.83,1.54,1.9,0.81,0.83,0.8,0.86,0.78,6.57
England,2020-07-03,estimate,0.84,1.59,2.01,0.83,0.85,0.81,0.86,0.79,6.89
England,2020-07-04,estimate,0.85,1.64,2.11,0.84,0.86,0.81,0.86,0.8,7.23
England,2020-07-05,estimate,0.86,1.69,2.22,0.84,0.86,0.82,0.87,0.81,7.57
England,2020-07-06,estimate,0.87,1.74,2.33,0.85,0.87,0.83,0.89,0.82,7.91
England,2020-07-07,estimate,0.88,1.79,2.44,0.86,0.88,0.84,0.9,0.83,8.23
England,2020-07-08,estimate,0.88,1.83,2.53,0.87,0.89,0.85,0.91,0.84,8.53
England,2020-07-09,estimate,0.89,1.87,2.62,0.88,0.9,0.86,0.92,0.84,8.8
England,2020-07-10,estimate,0.9,1.91,2.69,0.88,0.9,0.86,0.92,0.85,9.01
England,2020-07-11,estimate,0.91,1.93,2.74,0.88,0.9,0.87,0.92,0.86,9.17
England,2020-07-12,estimate,0.91,1.95,2.77,0.89,0.91,0.88,0.93,0.86,9.27
England,2020-07-13,estimate,0.92,1.96,2.78,0.9,0.92,0.88,0.94,0.87,9.31
England,2020-07-14,estimate,0.92,1.96,2.77,0.89,0.92,0.89,0.94,0.87,9.27
England,2020-07-15,estimate,0.92,1.95,2.73,0.91,0.93,0.89,0.95,0.87,9.17
England,2020-07-16,estimate,0.93,1.93,2.68,0.9,0.92,0.89,0.94,0.88,9.01
England,2020-07-17,estimate,0.93,1.9,2.61,0.92,0.94,0.89,0.95,0.88,8.8
England,2020-07-18,estimate,0.93,1.87,2.52,0.92,0.94,0.89,0.95,0.88,8.54
England,2020-07-19,estimate,0.93,1.84,2.42,0.91,0.93,0.89,0.95,0.88,8.24
England,2020-07-20,estimate,0.93,1.8,2.32,0.9,0.92,0.89,0.95,0.88,7.92
England,2020-07-21,estimate,0.93,1.76,2.21,0.91,0.93,0.89,0.95,0.88,7.59
England,2020-07-22,estimate,0.93,1.71,2.09,0.91,0.93,0.89,0.95,0.88,7.25
England,2020-07-23,estimate,0.93,1.67,1.98,0.92,0.94,0.89,0.95,0.88,6.92
England,2020-07-24,estimate,0.93,1.64,1.88,0.92,0.94,0.9,0.95,0.88,6.6
England,2020-07-25,estimate,0.93,1.6,1.77,0.92,0.94,0.9,0.95,0.89,6.29
England,2020-07-26,estimate,0.94,1.57,1.68,0.92,0.94,0.9,0.95,0.89,6
England,2020-07-27,estimate,0.94,1.53,1.59,0.92,0.94,0.9,0.95,0.89,5.74
England,2020-07-28,estimate,0.94,1.51,1.51,0.92,0.94,0.9,0.96,0.89,5.5
England,2020-07-29,estimate,0.94,1.48,1.44,0.93,0.95,0.91,0.96,0.9,5.29
England,2020-07-30,estimate,0.94,1.46,1.38,0.93,0.95,0.91,0.96,0.9,5.1
England,2020-07-31,estimate,0.95,1.44,1.32,0.93,0.95,0.91,0.97,0.9,4.94
England,2020-08-01,estimate,0.95,1.42,1.28,0.93,0.95,0.91,0.97,0.9,4.8
England,2020-08-02,estimate,0.95,1.41,1.24,0.93,0.95,0.91,0.97,0.9,4.68
England,2020-08-03,estimate,0.95,1.4,1.21,0.94,0.96,0.91,0.96,0.9,4.58
England,2020-08-04,estimate,0.95,1.38,1.18,0.94,0.96,0.9,0.96,0.89,4.5
England,2020-08-05,estimate,0.94,1.37,1.16,0.93,0.95,0.91,0.97,0.89,4.44
England,2020-08-06,estimate,0.94,1.37,1.14,0.92,0.94,0.91,0.96,0.89,4.38
England,2020-08-07,estimate,0.94,1.36,1.13,0.92,0.94,0.9,0.96,0.89,4.34
England,2020-08-08,estimate,0.94,1.35,1.12,0.92,0.94,0.91,0.96,0.89,4.31
