region,date,type,median,mean,sd,lower_20,upper_20,lower_50,upper_50,lower_90,upper_90
England,2020-03-19,estimate,0.038,0.038,0.019,0.026,0.035,0.025,0.049,0.005,0.066
England,2020-03-20,estimate,0.036,0.037,0.016,0.028,0.036,0.027,0.048,0.012,0.065
England,2020-03-21,estimate,0.035,0.036,0.014,0.029,0.035,0.026,0.044,0.014,0.06
England,2020-03-22,estimate,0.034,0.034,0.012,0.028,0.034,0.026,0.042,0.015,0.055
England,2020-03-23,estimate,0.032,0.032,0.011,0.031,0.037,0.025,0.039,0.014,0.049
England,2020-03-24,estimate,0.029,0.03,0.01,0.027,0.031,0.023,0.036,0.013,0.044
England,2020-03-25,estimate,0.026,0.026,0.009,0.024,0.029,0.02,0.032,0.011,0.04
England,2020-03-26,estimate,0.023,0.023,0.009,0.022,0.027,0.017,0.028,0.008,0.036
England,2020-03-27,estimate,0.019,0.019,0.008,0.017,0.021,0.013,0.023,0.006,0.033
England,2020-03-28,estimate,0.014,0.015,0.009,0.013,0.017,0.008,0.019,0.001,0.029
England,2020-03-29,estimate,0.01,0.01,0.009,0.008,0.012,0.005,0.016,-0.004,0.025
England,2020-03-30,estimate,0.005,0.005,0.009,0.002,0.006,-0.001,0.011,-0.008,0.021
England,2020-03-31,estimate,0,0,0.009,-0.003,0.001,-0.007,0.005,-0.015,0.015
England,2020-04-01,estimate,-0.005,-0.005,0.009,-0.01,-0.006,-0.011,0.001,-0.021,0.009
England,2020-04-02,estimate,-0.01,-0.01,0.01,-0.011,-0.006,-0.016,-0.004,-0.026,0.004
England,2020-04-03,estimate,-0.015,-0.016,0.01,-0.017,-0.013,-0.02,-0.008,-0.032,0
England,2020-04-04,estimate,-0.02,-0.02,0.01,-0.02,-0.016,-0.024,-0.012,-0.037,-0.006
England,2020-04-05,estimate,-0.025,-0.025,0.01,-0.025,-0.021,-0.032,-0.019,-0.041,-0.009
England,2020-04-06,estimate,-0.029,-0.03,0.01,-0.03,-0.025,-0.036,-0.023,-0.048,-0.016
England,2020-04-07,estimate,-0.033,-0.034,0.01,-0.032,-0.028,-0.04,-0.027,-0.049,-0.017
England,2020-04-08,estimate,-0.037,-0.037,0.01,-0.035,-0.031,-0.044,-0.031,-0.053,-0.021
England,2020-04-09,estimate,-0.04,-0.041,0.01,-0.041,-0.036,-0.048,-0.035,-0.057,-0.025
England,2020-04-10,estimate,-0.043,-0.043,0.01,-0.045,-0.041,-0.05,-0.037,-0.059,-0.027
England,2020-04-11,estimate,-0.045,-0.046,0.01,-0.048,-0.043,-0.05,-0.037,-0.061,-0.029
England,2020-04-12,estimate,-0.047,-0.048,0.01,-0.048,-0.043,-0.053,-0.041,-0.063,-0.032
England,2020-04-13,estimate,-0.048,-0.049,0.01,-0.051,-0.046,-0.054,-0.041,-0.064,-0.032
England,2020-04-14,estimate,-0.05,-0.05,0.01,-0.053,-0.048,-0.054,-0.041,-0.066,-0.033
England,2020-04-15,estimate,-0.05,-0.051,0.01,-0.054,-0.05,-0.055,-0.043,-0.066,-0.034
England,2020-04-16,estimate,-0.05,-0.051,0.01,-0.052,-0.048,-0.055,-0.043,-0.068,-0.035
England,2020-04-17,estimate,-0.05,-0.051,0.01,-0.052,-0.048,-0.056,-0.044,-0.068,-0.035
England,2020-04-18,estimate,-0.05,-0.05,0.01,-0.052,-0.048,-0.056,-0.043,-0.066,-0.034
England,2020-04-19,estimate,-0.049,-0.049,0.01,-0.051,-0.047,-0.055,-0.043,-0.067,-0.034
England,2020-04-20,estimate,-0.048,-0.048,0.01,-0.051,-0.046,-0.055,-0.043,-0.065,-0.033
England,2020-04-21,estimate,-0.047,-0.047,0.01,-0.05,-0.045,-0.053,-0.04,-0.063,-0.03
England,2020-04-22,estimate,-0.046,-0.046,0.01,-0.049,-0.044,-0.052,-0.039,-0.061,-0.03
England,2020-04-23,estimate,-0.045,-0.045,0.01,-0.048,-0.043,-0.05,-0.037,-0.059,-0.028
England,2020-04-24,estimate,-0.044,-0.043,0.01,-0.046,-0.041,-0.05,-0.038,-0.058,-0.027
England,2020-04-25,estimate,-0.042,-0.042,0.01,-0.045,-0.04,-0.05,-0.038,-0.058,-0.027
England,2020-04-26,estimate,-0.041,-0.041,0.01,-0.045,-0.041,-0.049,-0.036,-0.057,-0.026
England,2020-04-27,estimate,-0.04,-0.04,0.01,-0.044,-0.039,-0.046,-0.034,-0.056,-0.024
England,2020-04-28,estimate,-0.039,-0.039,0.01,-0.04,-0.035,-0.046,-0.033,-0.056,-0.023
England,2020-04-29,estimate,-0.038,-0.038,0.01,-0.039,-0.035,-0.045,-0.032,-0.053,-0.02
England,2020-04-30,estimate,-0.037,-0.037,0.01,-0.04,-0.036,-0.044,-0.031,-0.056,-0.022
England,2020-05-01,estimate,-0.037,-0.037,0.011,-0.041,-0.037,-0.044,-0.03,-0.055,-0.02
England,2020-05-02,estimate,-0.037,-0.036,0.011,-0.039,-0.034,-0.043,-0.03,-0.054,-0.018
England,2020-05-03,estimate,-0.037,-0.036,0.011,-0.041,-0.036,-0.044,-0.03,-0.054,-0.018
England,2020-05-04,estimate,-0.037,-0.036,0.011,-0.038,-0.033,-0.044,-0.03,-0.054,-0.018
England,2020-05-05,estimate,-0.037,-0.036,0.011,-0.039,-0.034,-0.043,-0.03,-0.055,-0.019
England,2020-05-06,estimate,-0.037,-0.037,0.011,-0.041,-0.036,-0.044,-0.03,-0.056,-0.021
England,2020-05-07,estimate,-0.038,-0.037,0.011,-0.042,-0.038,-0.044,-0.03,-0.056,-0.021
England,2020-05-08,estimate,-0.038,-0.038,0.011,-0.044,-0.039,-0.044,-0.03,-0.056,-0.022
England,2020-05-09,estimate,-0.039,-0.039,0.01,-0.044,-0.039,-0.046,-0.033,-0.056,-0.022
England,2020-05-10,estimate,-0.04,-0.039,0.01,-0.045,-0.04,-0.046,-0.032,-0.057,-0.023
England,2020-05-11,estimate,-0.041,-0.04,0.01,-0.045,-0.041,-0.049,-0.036,-0.056,-0.023
England,2020-05-12,estimate,-0.041,-0.041,0.01,-0.043,-0.038,-0.048,-0.034,-0.058,-0.025
England,2020-05-13,estimate,-0.042,-0.042,0.01,-0.045,-0.04,-0.047,-0.034,-0.058,-0.025
England,2020-05-14,estimate,-0.043,-0.043,0.01,-0.045,-0.041,-0.048,-0.035,-0.059,-0.027
