region,date,type,median,lower_90,upper_90,lower_50,upper_50
England,2020-03-08,estimate,1.66,0.98,1.95,1.63,1.95
England,2020-03-09,estimate,1.78,0.98,1.95,1.76,1.95
England,2020-03-10,estimate,1.85,0.98,1.95,1.84,1.95
England,2020-03-11,estimate,1.87,0.98,1.95,1.87,1.95
England,2020-03-12,estimate,1.87,0.98,1.95,1.87,1.95
England,2020-03-13,estimate,1.85,0.98,1.95,1.85,1.95
England,2020-03-14,estimate,1.83,0.98,1.95,1.83,1.95
England,2020-03-15,estimate,1.8,0.98,1.95,1.8,1.95
England,2020-03-16,estimate,1.77,0.98,1.95,1.77,1.95
England,2020-03-17,estimate,1.75,0.98,1.95,1.75,1.95
England,2020-03-18,estimate,1.72,0.98,1.94,1.72,1.94
England,2020-03-19,estimate,1.7,0.98,1.94,1.7,1.94
England,2020-03-20,estimate,1.68,0.98,1.93,1.68,1.93
England,2020-03-21,estimate,1.65,0.98,1.92,1.65,1.92
England,2020-03-22,estimate,1.62,0.98,1.91,1.62,1.91
England,2020-03-23,estimate,1.58,0.98,1.9,1.58,1.9
England,2020-03-24,estimate,1.54,0.98,1.89,1.54,1.89
England,2020-03-25,estimate,1.49,0.98,1.88,1.49,1.88
England,2020-03-26,estimate,1.43,0.98,1.86,1.43,1.86
England,2020-03-27,estimate,1.37,0.98,1.85,0.98,1.37
England,2020-03-28,estimate,1.31,0.98,1.83,0.98,1.31
England,2020-03-29,estimate,1.25,0.98,1.81,0.98,1.25
England,2020-03-30,estimate,1.19,0.98,1.79,0.98,1.19
England,2020-03-31,estimate,1.13,0.98,1.76,0.98,1.13
England,2020-04-01,estimate,1.08,0.98,1.73,0.98,1.08
England,2020-04-02,estimate,1.03,0.98,1.7,0.98,1.03
England,2020-04-03,estimate,0.99,0.98,1.67,0.98,0.99
England,2020-04-04,estimate,0.98,0.95,1.63,0.96,0.98
England,2020-04-05,estimate,0.97,0.93,1.58,0.93,0.98
England,2020-04-06,estimate,0.96,0.9,1.54,0.91,0.98
England,2020-04-07,estimate,0.95,0.89,1.49,0.9,0.98
England,2020-04-08,estimate,0.95,0.88,1.44,0.89,0.98
England,2020-04-09,estimate,0.94,0.88,1.39,0.88,0.98
England,2020-04-10,estimate,0.94,0.88,1.34,0.88,0.97
England,2020-04-11,estimate,0.94,0.88,1.28,0.88,0.97
England,2020-04-12,estimate,0.94,0.88,1.23,0.88,0.97
England,2020-04-13,estimate,0.94,0.89,1.18,0.89,0.97
England,2020-04-14,estimate,0.94,0.89,1.14,0.89,0.96
England,2020-04-15,estimate,0.94,0.89,1.09,0.89,0.96
England,2020-04-16,estimate,0.94,0.89,1.05,0.89,0.96
England,2020-04-17,estimate,0.94,0.89,1.02,0.89,0.96
England,2020-04-18,estimate,0.93,0.88,0.98,0.88,0.95
England,2020-04-19,estimate,0.93,0.87,0.98,0.88,0.95
England,2020-04-20,estimate,0.91,0.86,0.98,0.87,0.93
England,2020-04-21,estimate,0.9,0.85,0.98,0.86,0.91
England,2020-04-22,estimate,0.88,0.84,0.98,0.84,0.9
England,2020-04-23,estimate,0.87,0.83,0.98,0.83,0.89
England,2020-04-24,estimate,0.86,0.82,0.98,0.82,0.88
England,2020-04-25,estimate,0.86,0.81,0.98,0.81,0.88
England,2020-04-26,estimate,0.85,0.8,0.98,0.8,0.88
England,2020-04-27,estimate,0.86,0.8,0.98,0.8,0.89
England,2020-04-28,estimate,0.86,0.79,0.98,0.8,0.9
England,2020-04-29,estimate,0.87,0.79,0.98,0.8,0.91
England,2020-04-30,estimate,0.88,0.8,0.98,0.8,0.92
England,2020-05-01,estimate,0.89,0.8,0.98,0.8,0.93
England,2020-05-02,estimate,0.9,0.81,0.98,0.85,0.98
England,2020-05-03,estimate,0.91,0.82,0.98,0.85,0.98
England,2020-05-04,estimate,0.91,0.83,0.98,0.86,0.98
England,2020-05-05,estimate,0.91,0.83,1,0.84,0.96
England,2020-05-06,estimate,0.92,0.84,1.01,0.84,0.96
England,2020-05-07,estimate,0.92,0.85,1.02,0.85,0.96
England,2020-05-08,estimate,0.92,0.85,1.03,0.85,0.96
England,2020-05-09,estimate,0.93,0.85,1.04,0.85,0.96
England,2020-05-10,estimate,0.92,0.84,1.04,0.85,0.97
England,2020-05-11,estimate,0.92,0.84,1.05,0.84,0.97
England,2020-05-12,estimate,0.92,0.83,1.05,0.83,0.97
England,2020-05-13,estimate,0.91,0.82,1.04,0.82,0.97
England,2020-05-14,estimate,0.91,0.81,1.04,0.81,0.96
England,2020-05-15,estimate,0.9,0.8,1.04,0.8,0.96
England,2020-05-16,estimate,0.89,0.79,1.03,0.79,0.96
England,2020-05-17,estimate,0.89,0.78,1.02,0.78,0.96
England,2020-05-18,estimate,0.88,0.77,1.02,0.77,0.96
England,2020-05-19,estimate,0.88,0.77,1.01,0.77,0.96
England,2020-05-20,estimate,0.88,0.76,1,0.77,0.96
England,2020-05-21,estimate,0.89,0.77,1,0.82,1
England,2020-05-22,estimate,0.89,0.77,1,0.83,1
England,2020-05-23,estimate,0.9,0.78,0.99,0.85,0.99
England,2020-05-24,estimate,0.91,0.8,0.99,0.86,0.99
England,2020-05-25,estimate,0.92,0.81,0.99,0.88,0.99
England,2020-05-26,estimate,0.92,0.83,0.99,0.89,0.99
England,2020-05-27,estimate,0.93,0.85,0.99,0.9,0.99
England,2020-05-28,estimate,0.94,0.87,0.99,0.92,0.99
England,2020-05-29,estimate,0.94,0.88,0.99,0.93,0.99
England,2020-05-30,estimate,0.95,0.9,0.99,0.94,0.99
England,2020-05-31,estimate,0.96,0.91,0.99,0.95,0.99
England,2020-06-01,estimate,0.97,0.91,0.99,0.96,0.99
England,2020-06-02,estimate,0.97,0.91,0.98,0.97,0.98
England,2020-06-03,estimate,0.97,0.9,0.98,0.96,0.98
England,2020-06-04,estimate,0.96,0.89,0.98,0.95,0.98
England,2020-06-05,estimate,0.95,0.87,0.98,0.93,0.98
England,2020-06-06,estimate,0.93,0.85,0.98,0.91,0.98
England,2020-06-07,estimate,0.92,0.83,0.99,0.9,0.99
England,2020-06-08,estimate,0.9,0.82,0.99,0.82,0.93
England,2020-06-09,estimate,0.89,0.8,0.99,0.81,0.91
England,2020-06-10,estimate,0.87,0.79,0.99,0.79,0.9
England,2020-06-11,estimate,0.86,0.78,0.99,0.78,0.88
England,2020-06-12,estimate,0.85,0.78,0.99,0.78,0.87
England,2020-06-13,estimate,0.85,0.78,0.99,0.79,0.85
England,2020-06-14,estimate,0.84,0.79,0.99,0.8,0.84
England,2020-06-15,estimate,0.83,0.81,0.99,0.81,0.84
England,2020-06-16,estimate,0.86,0.81,0.99,0.81,0.86
England,2020-06-17,estimate,0.9,0.8,0.99,0.9,0.99
England,2020-06-18,estimate,0.95,0.79,0.99,0.95,0.99
England,2020-06-19,estimate,0.99,0.77,1.02,0.98,1
England,2020-06-20,estimate,1,0.76,1.08,0.98,1.06
England,2020-06-21,estimate,1.03,0.76,1.15,0.98,1.13
England,2020-06-22,estimate,1.07,0.75,1.22,0.98,1.2
England,2020-06-23,estimate,1.1,0.74,1.29,0.98,1.27
England,2020-06-24,estimate,1.14,0.73,1.36,0.98,1.34
England,2020-06-25,estimate,1.16,0.72,1.42,0.98,1.4
England,2020-06-26,estimate,1.17,0.72,1.46,0.98,1.44
England,2020-06-27,estimate,1.18,0.71,1.49,0.98,1.47
England,2020-06-28,estimate,1.18,0.7,1.5,0.98,1.47
England,2020-06-29,estimate,1.18,0.69,1.49,0.98,1.46
England,2020-06-30,estimate,1.17,0.68,1.46,0.98,1.43
England,2020-07-01,estimate,1.15,0.67,1.41,0.98,1.39
England,2020-07-02,estimate,1.13,0.66,1.35,0.98,1.33
England,2020-07-03,estimate,1.1,0.65,1.29,0.98,1.27
England,2020-07-04,estimate,1.08,0.64,1.22,0.98,1.2
England,2020-07-05,estimate,1.04,0.63,1.15,0.98,1.14
England,2020-07-06,estimate,1.01,0.62,1.1,0.98,1.08
England,2020-07-07,estimate,1,0.61,1.04,0.98,1.02
England,2020-07-08,estimate,0.98,0.6,1,0.98,1
England,2020-07-09,estimate,0.96,0.59,1,0.95,0.98
England,2020-07-10,estimate,0.94,0.58,1,0.92,0.98
England,2020-07-11,estimate,0.93,0.57,1,0.91,0.98
England,2020-07-12,estimate,0.92,0.57,1,0.91,0.98
England,2020-07-13,estimate,0.93,0.56,1,0.92,0.98
England,2020-07-14,estimate,0.95,0.56,1,0.94,0.98
England,2020-07-15,estimate,0.97,0.56,1,0.96,0.98
England,2020-07-16,estimate,0.99,0.57,1,0.98,1
England,2020-07-17,estimate,1,0.57,1.03,1,1.03
England,2020-07-18,estimate,1,0.58,1.07,1,1.06
England,2020-07-19,estimate,1.01,0.59,1.1,1,1.09
England,2020-07-20,estimate,1.01,0.6,1.12,0.98,1.1
England,2020-07-21,estimate,1.02,0.62,1.14,0.98,1.11
England,2020-07-22,estimate,1.02,0.64,1.15,0.98,1.12
England,2020-07-23,estimate,1.02,0.66,1.14,0.98,1.12
England,2020-07-24,estimate,1.03,0.68,1.13,0.98,1.11
England,2020-07-25,estimate,1.03,0.7,1.11,0.98,1.1
England,2020-07-26,estimate,1.02,0.73,1.09,0.98,1.07
England,2020-07-27,estimate,1,0.76,1.07,0.98,1.05
England,2020-07-28,estimate,0.99,0.78,1.06,0.98,1.03
England,2020-07-29,estimate,0.99,0.81,1.04,0.98,1.01
England,2020-07-30,estimate,0.99,0.84,1.03,0.98,1
England,2020-07-31,estimate,0.99,0.87,1.04,0.98,1.01
England,2020-08-01,estimate,0.99,0.89,1.05,0.98,1.02
England,2020-08-02,estimate,0.99,0.91,1.07,0.98,1.04
England,2020-08-03,estimate,1.01,0.93,1.1,0.93,1.03
England,2020-08-04,estimate,1.02,0.95,1.14,0.95,1.05
England,2020-08-05,estimate,1.03,0.97,1.2,0.97,1.08
England,2020-08-06,estimate,1.05,0.98,1.25,0.98,1.1
England,2020-08-07,estimate based on partial data,1.05,0.98,1.28,0.98,1.1
England,2020-08-08,estimate based on partial data,1.04,0.98,1.28,0.98,1.08
England,2020-08-09,estimate based on partial data,1.02,0.98,1.22,0.98,1.05
England,2020-08-10,estimate based on partial data,0.99,0.98,1.11,0.98,0.99
England,2020-08-11,estimate based on partial data,0.98,0.87,0.99,0.98,0.99
England,2020-08-12,estimate based on partial data,0.96,0.66,0.99,0.95,0.99
England,2020-08-13,estimate based on partial data,0.92,0.44,0.99,0.87,0.99
England,2020-08-14,estimate based on partial data,0.87,0.26,0.99,0.78,0.99
England,2020-08-15,estimate based on partial data,0.81,0.13,0.99,0.67,0.99
England,2020-08-16,estimate based on partial data,0.75,0.05,0.99,0.56,0.99
England,2020-08-17,estimate based on partial data,0.7,0.02,0.99,0.46,0.99
Northern Ireland,2020-03-08,estimate,1.19,0.96,1.42,1.08,1.27
Northern Ireland,2020-03-09,estimate,1.28,1.1,1.48,1.17,1.33
Northern Ireland,2020-03-10,estimate,1.36,1.22,1.53,1.3,1.43
Northern Ireland,2020-03-11,estimate,1.45,1.34,1.58,1.41,1.51
Northern Ireland,2020-03-12,estimate,1.54,1.44,1.63,1.5,1.58
Northern Ireland,2020-03-13,estimate,1.63,1.56,1.7,1.6,1.66
Northern Ireland,2020-03-14,estimate,1.71,1.64,1.78,1.68,1.74
Northern Ireland,2020-03-15,estimate,1.78,1.7,1.87,1.74,1.81
Northern Ireland,2020-03-16,estimate,1.83,1.72,1.93,1.79,1.87
Northern Ireland,2020-03-17,estimate,1.86,1.75,1.98,1.81,1.91
Northern Ireland,2020-03-18,estimate,1.88,1.75,2,1.82,1.92
Northern Ireland,2020-03-19,estimate,1.87,1.74,1.99,1.81,1.92
Northern Ireland,2020-03-20,estimate,1.84,1.72,1.97,1.79,1.89
Northern Ireland,2020-03-21,estimate,1.8,1.68,1.91,1.74,1.83
Northern Ireland,2020-03-22,estimate,1.74,1.63,1.84,1.69,1.77
Northern Ireland,2020-03-23,estimate,1.67,1.58,1.76,1.62,1.7
Northern Ireland,2020-03-24,estimate,1.59,1.52,1.67,1.55,1.62
Northern Ireland,2020-03-25,estimate,1.51,1.45,1.58,1.48,1.54
Northern Ireland,2020-03-26,estimate,1.43,1.38,1.49,1.41,1.46
Northern Ireland,2020-03-27,estimate,1.36,1.3,1.41,1.34,1.38
