region,date,type,median,lower_90,upper_90,lower_50,upper_50
England,2020-03-02,estimate,0.85,0.63,1.06,0.75,0.93
England,2020-03-03,estimate,0.94,0.75,1.14,0.86,1.02
England,2020-03-04,estimate,1.04,0.87,1.2,0.99,1.12
England,2020-03-05,estimate,1.15,1.02,1.28,1.1,1.21
England,2020-03-06,estimate,1.28,1.18,1.39,1.24,1.33
England,2020-03-07,estimate,1.41,1.33,1.51,1.38,1.45
England,2020-03-08,estimate,1.55,1.47,1.65,1.52,1.59
England,2020-03-09,estimate,1.7,1.59,1.81,1.64,1.73
England,2020-03-10,estimate,1.83,1.71,1.97,1.77,1.88
England,2020-03-11,estimate,1.96,1.82,2.12,1.89,2.01
England,2020-03-12,estimate,2.07,1.91,2.24,1.96,2.11
England,2020-03-13,estimate,2.15,1.98,2.34,2.04,2.19
England,2020-03-14,estimate,2.2,2.02,2.38,2.09,2.25
England,2020-03-15,estimate,2.22,2.04,2.39,2.14,2.28
England,2020-03-16,estimate,2.2,2.05,2.36,2.13,2.27
England,2020-03-17,estimate,2.16,2.02,2.31,2.1,2.22
England,2020-03-18,estimate,2.09,1.96,2.21,2.03,2.14
England,2020-03-19,estimate,1.99,1.87,2.11,1.94,2.03
England,2020-03-20,estimate,1.88,1.77,1.99,1.83,1.92
England,2020-03-21,estimate,1.76,1.65,1.86,1.72,1.81
England,2020-03-22,estimate,1.64,1.54,1.75,1.59,1.67
England,2020-03-23,estimate,1.52,1.41,1.62,1.47,1.56
England,2020-03-24,estimate,1.4,1.31,1.5,1.36,1.45
England,2020-03-25,estimate,1.3,1.2,1.39,1.26,1.34
England,2020-03-26,estimate,1.2,1.11,1.3,1.17,1.24
England,2020-03-27,estimate,1.12,1.04,1.21,1.09,1.16
England,2020-03-28,estimate,1.05,0.96,1.12,1.01,1.07
England,2020-03-29,estimate,0.98,0.91,1.06,0.95,1.01
England,2020-03-30,estimate,0.93,0.87,1.01,0.9,0.96
England,2020-03-31,estimate,0.89,0.83,0.96,0.87,0.92
England,2020-04-01,estimate,0.86,0.79,0.92,0.83,0.88
England,2020-04-02,estimate,0.84,0.77,0.9,0.81,0.87
England,2020-04-03,estimate,0.82,0.75,0.88,0.8,0.85
England,2020-04-04,estimate,0.81,0.74,0.88,0.78,0.84
England,2020-04-05,estimate,0.81,0.73,0.87,0.77,0.83
England,2020-04-06,estimate,0.81,0.74,0.88,0.78,0.84
England,2020-04-07,estimate,0.81,0.74,0.89,0.78,0.84
England,2020-04-08,estimate,0.82,0.74,0.89,0.79,0.85
England,2020-04-09,estimate,0.83,0.75,0.91,0.8,0.86
England,2020-04-10,estimate,0.84,0.75,0.91,0.81,0.87
England,2020-04-11,estimate,0.84,0.77,0.93,0.81,0.87
England,2020-04-12,estimate,0.85,0.77,0.93,0.82,0.88
England,2020-04-13,estimate,0.86,0.78,0.94,0.83,0.89
England,2020-04-14,estimate,0.87,0.78,0.94,0.84,0.9
England,2020-04-15,estimate,0.87,0.79,0.95,0.85,0.91
England,2020-04-16,estimate,0.87,0.79,0.94,0.85,0.91
England,2020-04-17,estimate,0.87,0.79,0.95,0.84,0.91
England,2020-04-18,estimate,0.87,0.78,0.95,0.84,0.9
England,2020-04-19,estimate,0.86,0.78,0.95,0.83,0.9
England,2020-04-20,estimate,0.86,0.77,0.95,0.83,0.9
England,2020-04-21,estimate,0.85,0.77,0.95,0.82,0.89
England,2020-04-22,estimate,0.85,0.76,0.94,0.81,0.88
England,2020-04-23,estimate,0.84,0.76,0.95,0.81,0.88
England,2020-04-24,estimate,0.84,0.74,0.92,0.79,0.86
England,2020-04-25,estimate,0.83,0.74,0.92,0.8,0.87
England,2020-04-26,estimate,0.83,0.75,0.92,0.8,0.87
England,2020-04-27,estimate,0.83,0.75,0.92,0.8,0.86
England,2020-04-28,estimate,0.83,0.74,0.92,0.79,0.86
England,2020-04-29,estimate,0.84,0.76,0.93,0.81,0.87
England,2020-04-30,estimate,0.84,0.76,0.93,0.81,0.88
England,2020-05-01,estimate,0.85,0.77,0.94,0.81,0.88
England,2020-05-02,estimate,0.86,0.77,0.95,0.82,0.89
England,2020-05-03,estimate,0.87,0.78,0.96,0.83,0.9
England,2020-05-04,estimate,0.88,0.77,0.97,0.83,0.91
England,2020-05-05,estimate,0.89,0.78,0.98,0.84,0.92
England,2020-05-06,estimate,0.89,0.79,0.99,0.85,0.93
England,2020-05-07,estimate,0.9,0.81,1,0.86,0.93
