region,date,type,median,lower_90,upper_90,lower_50,upper_50
England,2020-03-20,estimate,384,295,467,340,407
England,2020-03-21,estimate,481,376,594,430,513
England,2020-03-22,estimate,594,460,735,534,642
England,2020-03-23,estimate,719,546,889,638,773
England,2020-03-24,estimate,847,636,1050,760,920
England,2020-03-25,estimate,973,747,1224,878,1065
England,2020-03-26,estimate,1092,828,1344,1004,1215
England,2020-03-27,estimate,1190,910,1447,1081,1308
England,2020-03-28,estimate,1257,970,1544,1135,1367
England,2020-03-29,estimate,1295,1000,1584,1149,1387
England,2020-03-30,estimate,1299,1026,1603,1191,1423
England,2020-03-31,estimate,1279,995,1559,1141,1369
England,2020-04-01,estimate,1236,951,1502,1139,1361
England,2020-04-02,estimate,1178,933,1469,1080,1291
England,2020-04-03,estimate,1113,860,1377,994,1201
England,2020-04-04,estimate,1042,812,1302,932,1133
England,2020-04-05,estimate,970,748,1217,871,1064
England,2020-04-06,estimate,901,695,1136,769,952
England,2020-04-07,estimate,835,643,1061,724,896
England,2020-04-08,estimate,774,586,978,700,860
England,2020-04-09,estimate,719,547,912,637,786
England,2020-04-10,estimate,667,500,840,607,748
England,2020-04-11,estimate,625,461,782,563,695
England,2020-04-12,estimate,584,445,747,515,640
England,2020-04-13,estimate,548,412,700,489,607
England,2020-04-14,estimate,519,382,661,449,561
England,2020-04-15,estimate,495,361,629,435,541
England,2020-04-16,estimate,470,336,595,409,511
England,2020-04-17,estimate,449,333,585,388,488
England,2020-04-18,estimate,431,311,554,378,477
England,2020-04-19,estimate,413,297,531,359,454
England,2020-04-20,estimate,397,288,514,346,439
England,2020-04-21,estimate,382,282,501,323,412
England,2020-04-22,estimate,368,276,489,312,399
England,2020-04-23,estimate,355,256,464,295,379
England,2020-04-24,estimate,343,238,444,288,368
England,2020-04-25,estimate,332,234,432,281,359
England,2020-04-26,estimate,322,227,419,275,350
England,2020-04-27,estimate,312,221,407,265,339
England,2020-04-28,estimate,304,216,399,259,332
England,2020-04-29,estimate,296,214,390,242,314
England,2020-04-30,estimate,290,202,376,235,305
England,2020-05-01,estimate,282,202,371,237,305
England,2020-05-02,estimate,275,198,361,241,307
England,2020-05-03,estimate,270,192,350,232,295
England,2020-05-04,estimate,264,189,345,232,294
England,2020-05-05,estimate,260,183,334,221,281
England,2020-05-06,estimate,256,186,331,217,277
England,2020-05-07,estimate,252,184,325,219,277
England,2020-05-08,estimate,248,179,314,213,270
England,2020-05-09,estimate,243,180,309,214,269
England,2020-05-10,estimate,238,180,306,215,268
England,2020-05-11,estimate,233,173,296,197,249
England,2020-05-12,estimate,227,164,287,195,244
England,2020-05-13,estimate,220,154,276,190,238
England,2020-05-14,estimate,212,153,271,181,227
England,2020-05-15,estimate,204,151,266,176,221
England,2020-05-16,estimate,194,143,254,165,210
England,2020-05-17,estimate,184,137,242,158,200
England,2020-05-18,estimate,173,131,229,152,193
