region,date,type,median,lower_90,upper_90,lower_50,upper_50
England,2020-02-20,estimate,0,0,0,0,0
England,2020-02-21,estimate,1,1,1,1,1
England,2020-02-22,estimate,1,1,1,1,1
England,2020-02-23,estimate,1,1,1,1,1
England,2020-02-24,estimate,1,1,1,1,1
England,2020-02-25,estimate,4,3,4,3,4
England,2020-02-26,estimate,6,5,7,5,6
England,2020-02-27,estimate,9,7,10,8,9
England,2020-02-28,estimate,10,9,12,9,11
England,2020-02-29,estimate,15,13,17,14,16
England,2020-03-01,estimate,20,17,24,19,22
England,2020-03-02,estimate,25,21,29,23,26
England,2020-03-03,estimate,30,25,34,27,31
England,2020-03-04,estimate,31,26,36,28,32
England,2020-03-05,estimate,37,31,43,35,40
England,2020-03-06,estimate,54,47,64,51,58
England,2020-03-07,estimate,74,62,86,68,78
England,2020-03-08,estimate,91,77,106,84,96
England,2020-03-09,estimate,61,41,81,52,69
England,2020-03-10,estimate,67,43,90,57,76
England,2020-03-11,estimate,75,47,103,62,85
England,2020-03-12,estimate,84,53,117,71,97
England,2020-03-13,estimate,96,60,135,80,110
England,2020-03-14,estimate,112,71,156,92,126
England,2020-03-15,estimate,132,87,183,107,145
England,2020-03-16,estimate,159,108,215,134,177
England,2020-03-17,estimate,193,134,255,164,212
England,2020-03-18,estimate,236,174,308,204,258
England,2020-03-19,estimate,290,220,371,261,322
England,2020-03-20,estimate,358,277,450,318,387
England,2020-03-21,estimate,439,344,551,388,469
England,2020-03-22,estimate,531,417,668,466,566
England,2020-03-23,estimate,635,490,799,562,685
England,2020-03-24,estimate,748,567,947,639,791
England,2020-03-25,estimate,867,662,1117,743,923
England,2020-03-26,estimate,982,731,1260,825,1037
England,2020-03-27,estimate,1089,802,1383,929,1167
England,2020-03-28,estimate,1176,874,1495,1019,1271
England,2020-03-29,estimate,1237,928,1559,1094,1355
England,2020-03-30,estimate,1270,984,1609,1128,1388
England,2020-03-31,estimate,1276,969,1573,1146,1399
England,2020-04-01,estimate,1257,976,1549,1131,1371
England,2020-04-02,estimate,1218,953,1500,1091,1319
England,2020-04-03,estimate,1161,896,1421,1054,1267
England,2020-04-04,estimate,1093,861,1364,996,1202
England,2020-04-05,estimate,1023,801,1285,912,1109
England,2020-04-06,estimate,949,721,1189,841,1032
England,2020-04-07,estimate,878,646,1097,770,953
England,2020-04-08,estimate,809,578,1008,731,905
England,2020-04-09,estimate,745,548,956,664,829
England,2020-04-10,estimate,686,491,879,600,759
England,2020-04-11,estimate,637,465,831,536,685
England,2020-04-12,estimate,592,423,769,517,658
England,2020-04-13,estimate,551,389,711,464,598
England,2020-04-14,estimate,517,363,668,441,567
England,2020-04-15,estimate,487,340,629,408,527
England,2020-04-16,estimate,461,325,600,405,517
England,2020-04-17,estimate,439,306,568,374,479
England,2020-04-18,estimate,420,300,552,357,456
England,2020-04-19,estimate,404,287,528,347,442
England,2020-04-20,estimate,388,284,517,336,427
England,2020-04-21,estimate,375,269,496,325,413
England,2020-04-22,estimate,363,254,474,312,397
England,2020-04-23,estimate,353,249,463,306,390
England,2020-04-24,estimate,344,247,456,295,378
England,2020-04-25,estimate,335,237,441,286,366
England,2020-04-26,estimate,327,229,428,273,352
England,2020-04-27,estimate,320,229,424,272,349
England,2020-04-28,estimate,312,216,405,272,347
England,2020-04-29,estimate,305,215,400,266,339
England,2020-04-30,estimate,298,215,394,253,323
England,2020-05-01,estimate,292,210,384,249,318
England,2020-05-02,estimate,285,198,367,250,317
England,2020-05-03,estimate,280,204,366,244,308
England,2020-05-04,estimate,273,197,355,238,300
England,2020-05-05,estimate,267,188,340,233,294
England,2020-05-06,estimate,261,190,336,235,294
England,2020-05-07,estimate,255,186,328,222,279
England,2020-05-08,estimate,249,178,316,216,271
England,2020-05-09,estimate,242,175,309,217,270
England,2020-05-10,estimate,236,173,304,208,259
England,2020-05-11,estimate,229,166,292,199,250
England,2020-05-12,estimate,222,165,288,195,244
England,2020-05-13,estimate,213,157,276,186,233
England,2020-05-14,estimate,205,150,265,177,223
England,2020-05-15,estimate,196,141,251,169,213
England,2020-05-16,estimate,187,137,243,159,201
England,2020-05-17,estimate,178,128,230,153,193
England,2020-05-18,estimate,168,124,221,144,181
England,2020-05-19,estimate,158,119,210,140,175
England,2020-05-20,estimate,149,109,195,128,161
England,2020-05-21,estimate,139,101,182,121,152
England,2020-05-22,estimate,130,91,166,116,145
England,2020-05-23,estimate,121,86,156,106,133
England,2020-05-24,estimate,112,79,145,97,123
England,2020-05-25,estimate,105,74,137,91,115
England,2020-05-26,estimate,97,66,126,85,109
England,2020-05-27,estimate,91,62,119,76,98
England,2020-05-28,estimate,85,57,111,72,94
England,2020-05-29,estimate,79,52,104,69,90
England,2020-05-30,estimate,75,50,100,66,86
England,2020-05-31,estimate,70,46,94,60,79
England,2020-06-01,estimate,66,45,91,58,76
England,2020-06-02,estimate,63,42,86,56,74
England,2020-06-03,estimate,61,40,82,51,68
England,2020-06-04,estimate,59,40,79,51,67
England,2020-06-05,estimate,57,38,76,49,64
England,2020-06-06,estimate,55,36,72,47,61
England,2020-06-07,estimate,53,36,70,46,59
England,2020-06-08,estimate,52,35,68,45,58
England,2020-06-09,estimate,51,35,66,44,57
England,2020-06-10,estimate,50,35,65,43,55
England,2020-06-11,estimate,49,35,65,42,53
England,2020-06-12,estimate,48,34,63,41,52
England,2020-06-13,estimate,47,34,61,39,51
England,2020-06-14,estimate,46,33,60,39,50
England,2020-06-15,estimate,44,33,59,38,48
England,2020-06-16,estimate,43,32,58,38,48
England,2020-06-17,estimate,42,30,55,36,46
England,2020-06-18,estimate,40,28,52,34,44
England,2020-06-19,estimate,38,27,50,33,42
England,2020-06-20,estimate,37,26,48,32,40
England,2020-06-21,estimate,35,25,45,30,38
England,2020-06-22,estimate,33,24,44,29,36
England,2020-06-23,estimate,31,22,41,27,34
England,2020-06-24,estimate,29,21,39,25,32
England,2020-06-25,estimate,28,19,36,24,31
England,2020-06-26,estimate,26,18,34,22,29
England,2020-06-27,estimate,24,17,32,21,27
England,2020-06-28,estimate,23,16,31,20,26
