region,date,type,median,lower_90,upper_90,lower_50,upper_50
England,2020-04-02,estimate,2743,1980,3493,2399,3031
England,2020-04-03,estimate,2556,1866,3285,2149,2748
England,2020-04-04,estimate,2284,1680,2968,1929,2434
England,2020-04-05,estimate,2321,1665,2961,2001,2536
England,2020-04-06,estimate,2705,1997,3469,2371,2984
England,2020-04-07,estimate,2680,1948,3404,2355,2953
England,2020-04-08,estimate,2626,1865,3359,2361,2949
England,2020-04-09,estimate,2455,1789,3219,2080,2639
England,2020-04-10,estimate,2186,1565,2786,1877,2386
England,2020-04-11,estimate,1884,1351,2396,1623,2055
England,2020-04-12,estimate,1840,1344,2354,1551,1974
England,2020-04-13,estimate,2093,1520,2655,1811,2284
England,2020-04-14,estimate,2014,1444,2582,1768,2233
England,2020-04-15,estimate,1924,1396,2474,1662,2115
England,2020-04-16,estimate,1829,1344,2371,1557,1995
England,2020-04-17,estimate,1590,1143,2013,1396,1758
England,2020-04-18,estimate,1376,1004,1775,1215,1526
England,2020-04-19,estimate,1360,982,1768,1202,1519
England,2020-04-20,estimate,1559,1142,2001,1353,1714
England,2020-04-21,estimate,1520,1113,1958,1303,1643
England,2020-04-22,estimate,1471,1070,1891,1298,1628
England,2020-04-23,estimate,1406,1037,1858,1200,1529
England,2020-04-24,estimate,1255,927,1623,1119,1401
England,2020-04-25,estimate,1097,793,1408,966,1218
England,2020-04-26,estimate,1093,801,1386,956,1199
England,2020-04-27,estimate,1274,945,1665,1096,1382
England,2020-04-28,estimate,1263,915,1641,1116,1407
England,2020-04-29,estimate,1228,913,1588,1073,1353
England,2020-04-30,estimate,1178,881,1533,1045,1314
England,2020-05-01,estimate,1052,762,1351,898,1140
England,2020-05-02,estimate,920,689,1223,782,1000
England,2020-05-03,estimate,920,672,1209,810,1029
England,2020-05-04,estimate,1073,763,1378,965,1212
England,2020-05-05,estimate,1062,787,1385,914,1157
England,2020-05-06,estimate,1025,781,1343,896,1130
England,2020-05-07,estimate,985,714,1286,847,1075
England,2020-05-08,estimate,872,617,1122,742,942
England,2020-05-09,estimate,760,550,984,650,828
England,2020-05-10,estimate,752,541,971,652,832
England,2020-05-11,estimate,878,621,1122,755,954
England,2020-05-12,estimate,868,626,1130,759,961
England,2020-05-13,estimate,844,607,1092,721,912
England,2020-05-14,estimate,810,594,1066,718,912
England,2020-05-15,estimate,713,520,937,612,781
England,2020-05-16,estimate,625,446,802,535,676
England,2020-05-17,estimate,634,460,826,555,700
England,2020-05-18,estimate,722,537,949,622,785
England,2020-05-19,estimate,718,531,931,603,771
England,2020-05-20,estimate,705,505,905,628,793
England,2020-05-21,estimate,673,475,847,581,733
England,2020-05-22,estimate,601,431,776,523,663
England,2020-05-23,estimate,526,383,683,461,583
