region,date,type,median,lower_90,upper_90,lower_50,upper_50
England,2020-03-22,estimate,796,436,1215,614,924
England,2020-03-23,estimate,743,387,1094,545,840
England,2020-03-24,estimate,1098,599,1663,840,1265
England,2020-03-25,estimate,1237,673,1866,930,1412
England,2020-03-26,estimate,1705,972,2623,1268,1922
England,2020-03-27,estimate,1994,1049,3010,1491,2272
England,2020-03-28,estimate,2263,1232,3427,1765,2651
England,2020-03-29,estimate,2132,1163,3216,1590,2421
England,2020-03-30,estimate,1833,984,2762,1316,2031
England,2020-03-31,estimate,2564,1436,3920,1963,2947
England,2020-04-01,estimate,2709,1450,4100,2043,3124
England,2020-04-02,estimate,3436,1816,5078,2692,4008
England,2020-04-03,estimate,3756,1980,5620,2851,4318
England,2020-04-04,estimate,3974,2092,5920,2998,4552
England,2020-04-05,estimate,3442,1919,5201,2662,3969
England,2020-04-06,estimate,2797,1564,4263,2115,3214
England,2020-04-07,estimate,3640,1906,5383,2806,4204
England,2020-04-08,estimate,3581,1938,5488,2722,4116
England,2020-04-09,estimate,4357,2357,6428,3381,5071
England,2020-04-10,estimate,4410,2432,6620,3220,4922
England,2020-04-11,estimate,4418,2387,6626,3331,5024
England,2020-04-12,estimate,3662,1888,5457,2662,4103
England,2020-04-13,estimate,2831,1553,4260,2041,3149
England,2020-04-14,estimate,3535,1986,5409,2678,4079
England,2020-04-15,estimate,3374,1795,5055,2507,3801
England,2020-04-16,estimate,3894,2113,5865,2938,4430
England,2020-04-17,estimate,3906,2141,5883,2976,4476
England,2020-04-18,estimate,3786,2100,5789,2843,4314
England,2020-04-19,estimate,3096,1669,4716,2373,3599
England,2020-04-20,estimate,2359,1289,3502,1886,2773
England,2020-04-21,estimate,2862,1630,4409,2233,3334
England,2020-04-22,estimate,2628,1511,4134,2019,3058
England,2020-04-23,estimate,3046,1596,4560,2199,3408
England,2020-04-24,estimate,3043,1588,4531,2229,3422
England,2020-04-25,estimate,2908,1667,4418,2292,3427
England,2020-04-26,estimate,2372,1318,3617,1747,2664
England,2020-04-27,estimate,1764,922,2641,1352,2019
England,2020-04-28,estimate,2158,1203,3282,1660,2483
England,2020-04-29,estimate,1997,1066,3023,1533,2288
England,2020-04-30,estimate,2306,1236,3423,1730,2608
England,2020-05-01,estimate,2312,1263,3476,1793,2680
England,2020-05-02,estimate,2178,1196,3215,1697,2534
England,2020-05-03,estimate,1769,950,2632,1464,2146
England,2020-05-04,estimate,1323,756,2036,979,1498
England,2020-05-05,estimate,1606,858,2415,1214,1841
England,2020-05-06,estimate,1489,795,2243,1118,1687
England,2020-05-07,estimate,1681,958,2536,1303,1942
England,2020-05-08,estimate,1690,878,2503,1240,1890
England,2020-05-09,estimate,1609,853,2411,1220,1848
England,2020-05-10,estimate,1283,714,1947,1005,1493
England,2020-05-11,estimate,964,508,1463,706,1089
England,2020-05-12,estimate,1160,645,1755,887,1341
England,2020-05-13,estimate,1076,585,1630,817,1236
England,2020-05-14,estimate,1223,652,1819,918,1392
England,2020-05-15,estimate,1203,652,1803,896,1371
England,2020-05-16,estimate,1136,598,1696,864,1284
England,2020-05-17,estimate,904,483,1348,680,1025
England,2020-05-18,estimate,676,359,1006,497,759
England,2020-05-19,estimate,812,441,1223,592,914
England,2020-05-20,estimate,748,383,1114,579,874
England,2020-05-21,estimate,840,472,1268,617,939
England,2020-05-22,estimate,835,434,1240,624,948
England,2020-05-23,estimate,787,436,1172,650,956
England,2020-05-24,estimate,626,353,958,510,748
England,2020-05-25,estimate,467,271,715,344,525
England,2020-05-26,estimate,569,303,847,429,653
England,2020-05-27,estimate,520,278,785,419,622
England,2020-05-28,estimate,593,324,892,443,674
England,2020-05-29,estimate,587,286,852,439,668
England,2020-05-30,estimate,557,309,841,431,651
England,2020-05-31,estimate,447,233,673,344,522
England,2020-06-01,estimate,340,194,526,242,376
England,2020-06-02,estimate,410,216,624,306,465
England,2020-06-03,estimate,385,200,572,281,426
England,2020-06-04,estimate,435,226,657,321,489
England,2020-06-05,estimate,436,244,658,318,486
England,2020-06-06,estimate,411,222,619,311,470
England,2020-06-07,estimate,334,182,503,245,375
England,2020-06-08,estimate,250,134,379,184,279
England,2020-06-09,estimate,308,164,464,227,346
England,2020-06-10,estimate,283,147,426,200,313
England,2020-06-11,estimate,321,175,491,236,363
England,2020-06-12,estimate,322,167,482,256,379
England,2020-06-13,estimate,308,151,454,242,365
England,2020-06-14,estimate,246,136,386,185,279
England,2020-06-15,estimate,186,98,285,136,211
England,2020-06-16,estimate,228,124,348,174,264
England,2020-06-17,estimate,215,110,326,156,242
England,2020-06-18,estimate,251,127,372,187,287
England,2020-06-19,estimate,254,140,390,187,286
England,2020-06-20,estimate,246,131,376,186,284
England,2020-06-21,estimate,204,112,307,146,225
England,2020-06-22,estimate,161,83,243,114,181
England,2020-06-23,estimate,205,111,316,141,225
England,2020-06-24,estimate,196,104,303,140,220
England,2020-06-25,estimate,245,124,367,179,277
England,2020-06-26,estimate,261,140,404,193,298
England,2020-06-27,estimate,270,147,422,204,312
England,2020-06-28,estimate,236,126,357,168,262
England,2020-06-29,estimate,195,102,299,147,226
England,2020-06-30,estimate,263,132,392,198,302
England,2020-07-01,estimate,274,141,416,208,315
England,2020-07-02,estimate,353,193,542,246,392
England,2020-07-03,estimate,388,201,584,296,450
England,2020-07-04,estimate,418,232,640,295,462
England,2020-07-05,estimate,369,199,562,282,424
England,2020-07-06,estimate,318,168,474,232,357
England,2020-07-07,estimate,426,243,648,305,468
England,2020-07-08,estimate,440,222,655,336,504
England,2020-07-09,estimate,550,302,840,395,609
England,2020-07-10,estimate,601,322,903,464,697
England,2020-07-11,estimate,620,332,934,470,709
England,2020-07-12,estimate,543,287,809,408,617
England,2020-07-13,estimate,438,239,666,320,493
