region,date,type,median,lower_90,upper_90,lower_50,upper_50
England,2020-03-08,estimate,83,70,96,76,87
England,2020-03-09,estimate,182,154,215,167,191
England,2020-03-10,estimate,293,244,340,268,308
England,2020-03-11,estimate,416,344,482,390,442
England,2020-03-12,estimate,574,482,670,536,611
England,2020-03-13,estimate,793,669,925,739,841
England,2020-03-14,estimate,1037,869,1208,966,1102
England,2020-03-15,estimate,1193,1000,1395,1113,1272
England,2020-03-16,estimate,1376,1165,1601,1275,1451
England,2020-03-17,estimate,1536,1297,1790,1421,1621
England,2020-03-18,estimate,1746,1474,2026,1626,1852
England,2020-03-19,estimate,1975,1799,2157,1883,2032
England,2020-03-20,estimate,2222,2005,2442,2117,2296
England,2020-03-21,estimate,2460,2216,2726,2360,2571
England,2020-03-22,estimate,2683,2414,2986,2568,2805
England,2020-03-23,estimate,2878,2586,3197,2758,3013
England,2020-03-24,estimate,3035,2726,3348,2908,3174
England,2020-03-25,estimate,3148,2837,3464,3012,3276
England,2020-03-26,estimate,3210,2906,3514,3063,3320
England,2020-03-27,estimate,3219,2907,3494,3083,3327
England,2020-03-28,estimate,3186,2898,3457,3072,3303
England,2020-03-29,estimate,3109,2847,3376,2983,3202
England,2020-03-30,estimate,2999,2753,3266,2870,3075
England,2020-03-31,estimate,2864,2615,3111,2756,2953
England,2020-04-01,estimate,2716,2477,2953,2605,2796
England,2020-04-02,estimate,2560,2335,2795,2478,2663
England,2020-04-03,estimate,2404,2191,2630,2296,2477
England,2020-04-04,estimate,2252,2031,2453,2164,2338
England,2020-04-05,estimate,2109,1896,2300,2024,2191
England,2020-04-06,estimate,1976,1781,2165,1891,2051
England,2020-04-07,estimate,1855,1680,2048,1777,1928
England,2020-04-08,estimate,1748,1576,1924,1682,1826
England,2020-04-09,estimate,1655,1495,1827,1575,1713
England,2020-04-10,estimate,1574,1419,1736,1519,1648
England,2020-04-11,estimate,1502,1341,1646,1428,1551
England,2020-04-12,estimate,1442,1302,1592,1367,1484
England,2020-04-13,estimate,1391,1253,1533,1322,1434
England,2020-04-14,estimate,1347,1208,1477,1286,1395
England,2020-04-15,estimate,1312,1175,1434,1253,1359
England,2020-04-16,estimate,1282,1153,1404,1224,1328
England,2020-04-17,estimate,1256,1124,1369,1204,1305
England,2020-04-18,estimate,1233,1115,1356,1189,1287
England,2020-04-19,estimate,1212,1098,1332,1161,1258
England,2020-04-20,estimate,1192,1075,1303,1143,1238
England,2020-04-21,estimate,1173,1063,1286,1131,1224
England,2020-04-22,estimate,1153,1049,1266,1108,1199
England,2020-04-23,estimate,1133,1028,1239,1087,1176
England,2020-04-24,estimate,1110,1006,1213,1066,1152
England,2020-04-25,estimate,1087,984,1188,1038,1121
England,2020-04-26,estimate,1062,961,1162,1019,1099
England,2020-04-27,estimate,1035,935,1132,997,1076
England,2020-04-28,estimate,1007,913,1105,962,1039
England,2020-04-29,estimate,979,885,1071,935,1011
England,2020-04-30,estimate,950,854,1036,911,985
England,2020-05-01,estimate,921,828,1005,891,964
England,2020-05-02,estimate,894,805,975,852,922
England,2020-05-03,estimate,867,777,942,826,894
England,2020-05-04,estimate,840,762,920,806,871
England,2020-05-05,estimate,814,738,891,782,847
England,2020-05-06,estimate,791,714,862,756,818
England,2020-05-07,estimate,767,693,837,733,792
England,2020-05-08,estimate,746,675,815,713,771
England,2020-05-09,estimate,727,661,797,691,747
England,2020-05-10,estimate,709,646,779,680,734
