region,date,type,median,lower_90,upper_90,lower_50,upper_50
East of England,2020-03-11,estimate,52,45,60,50,56
East of England,2020-03-12,estimate,65,56,74,61,68
East of England,2020-03-13,estimate,80,69,91,75,84
East of England,2020-03-14,estimate,98,84,110,92,103
East of England,2020-03-15,estimate,119,105,136,113,126
East of England,2020-03-16,estimate,143,127,163,135,150
East of England,2020-03-17,estimate,169,150,193,160,178
East of England,2020-03-18,estimate,197,173,223,188,208
East of England,2020-03-19,estimate,227,199,255,212,235
East of England,2020-03-20,estimate,255,226,289,239,265
East of England,2020-03-21,estimate,283,252,320,267,296
East of England,2020-03-22,estimate,308,274,347,290,321
East of England,2020-03-23,estimate,330,293,370,315,348
East of England,2020-03-24,estimate,348,304,386,332,365
East of England,2020-03-25,estimate,361,319,403,346,380
East of England,2020-03-26,estimate,371,327,414,351,386
East of England,2020-03-27,estimate,377,333,421,356,391
East of England,2020-03-28,estimate,380,338,426,357,393
East of England,2020-03-29,estimate,380,338,427,358,394
East of England,2020-03-30,estimate,378,335,424,357,394
East of England,2020-03-31,estimate,375,330,421,352,389
East of England,2020-04-01,estimate,372,327,418,352,390
East of England,2020-04-02,estimate,369,325,416,343,381
East of England,2020-04-03,estimate,366,319,411,344,382
East of England,2020-04-04,estimate,365,317,411,344,383
East of England,2020-04-05,estimate,365,319,414,344,383
East of England,2020-04-06,estimate,366,319,415,341,381
East of England,2020-04-07,estimate,369,321,419,341,381
East of England,2020-04-08,estimate,373,327,424,353,392
East of England,2020-04-09,estimate,378,332,430,357,396
East of England,2020-04-10,estimate,386,337,434,364,403
East of England,2020-04-11,estimate,394,345,443,374,414
East of England,2020-04-12,estimate,403,355,454,381,421
East of England,2020-04-13,estimate,413,369,469,388,428
East of England,2020-04-14,estimate,424,376,476,400,442
East of England,2020-04-15,estimate,433,388,489,407,449
East of England,2020-04-16,estimate,442,395,498,415,458
East of England,2020-04-17,estimate,449,399,503,420,464
East of England,2020-04-18,estimate,455,406,511,432,477
East of England,2020-04-19,estimate,459,408,515,434,479
East of England,2020-04-20,estimate,461,410,517,438,483
East of England,2020-04-21,estimate,460,407,515,432,477
East of England,2020-04-22,estimate,456,403,510,433,477
East of England,2020-04-23,estimate,448,398,504,428,471
East of England,2020-04-24,estimate,439,389,494,420,462
East of England,2020-04-25,estimate,428,376,479,405,447
East of England,2020-04-26,estimate,415,369,469,390,431
East of England,2020-04-27,estimate,400,351,447,382,423
East of England,2020-04-28,estimate,384,341,435,366,406
East of England,2020-04-29,estimate,368,323,413,349,386
East of England,2020-04-30,estimate,351,307,394,332,368
East of England,2020-05-01,estimate,335,293,377,316,350
East of England,2020-05-02,estimate,319,280,361,301,333
East of England,2020-05-03,estimate,303,267,344,287,318
East of England,2020-05-04,estimate,288,254,328,274,303
East of England,2020-05-05,estimate,274,240,309,260,289
East of England,2020-05-06,estimate,260,230,295,248,275
East of England,2020-05-07,estimate,247,218,280,230,256
East of England,2020-05-08,estimate,235,204,264,223,247
East of England,2020-05-09,estimate,223,197,254,209,231
East of England,2020-05-10,estimate,212,187,242,197,219
East of England,2020-05-11,estimate,202,178,230,191,212
East of England,2020-05-12,estimate,193,170,220,182,202
East of England,2020-05-13,estimate,184,161,210,174,192
East of England,2020-05-14,estimate,176,152,198,165,184
East of England,2020-05-15,estimate,168,147,191,156,174
East of England,2020-05-16,estimate,161,140,183,151,168
East of England,2020-05-17,estimate,154,134,175,144,161
East of England,2020-05-18,estimate,148,127,167,138,154
East of England,2020-05-19,estimate,142,124,163,132,148
East of England,2020-05-20,estimate,136,117,155,126,141
East of England,2020-05-21,estimate,131,114,150,123,137
East of England,2020-05-22,estimate,126,110,145,120,134
East of England,2020-05-23,estimate,122,107,140,114,127
East of England,2020-05-24,estimate,119,104,136,112,125
East of England,2020-05-25,estimate,115,100,132,108,122
East of England,2020-05-26,estimate,112,98,129,105,118
East of England,2020-05-27,estimate,109,92,123,102,115
East of England,2020-05-28,estimate,106,91,120,101,113
East of England,2020-05-29,estimate,104,89,118,98,110
East of England,2020-05-30,estimate,101,87,115,95,106
East of England,2020-05-31,estimate,99,85,112,92,103
East of England,2020-06-01,estimate,97,83,110,91,102
East of England,2020-06-02,estimate,94,82,107,89,100
