region,date,type,median,lower_90,upper_90,lower_50,upper_50
East of England,2020-03-11,estimate,15,6,23,9,16
East of England,2020-03-12,estimate,17,7,26,12,19
East of England,2020-03-13,estimate,21,10,32,13,22
East of England,2020-03-14,estimate,18,8,28,12,20
East of England,2020-03-15,estimate,21,9,32,14,23
East of England,2020-03-16,estimate,43,24,63,30,46
East of England,2020-03-17,estimate,50,26,72,38,56
East of England,2020-03-18,estimate,64,34,92,48,71
East of England,2020-03-19,estimate,69,37,99,50,75
East of England,2020-03-20,estimate,88,49,125,69,100
East of England,2020-03-21,estimate,72,40,105,51,77
East of England,2020-03-22,estimate,82,42,116,63,93
East of England,2020-03-23,estimate,153,92,220,118,169
East of England,2020-03-24,estimate,167,99,240,123,181
East of England,2020-03-25,estimate,203,124,291,162,231
East of England,2020-03-26,estimate,203,119,285,160,227
East of England,2020-03-27,estimate,233,139,332,181,257
East of England,2020-03-28,estimate,177,105,250,137,197
East of England,2020-03-29,estimate,180,109,256,151,213
East of England,2020-03-30,estimate,312,199,451,252,353
East of England,2020-03-31,estimate,311,183,430,242,342
East of England,2020-04-01,estimate,341,202,481,278,387
East of England,2020-04-02,estimate,320,197,454,258,356
East of England,2020-04-03,estimate,335,204,474,269,372
East of England,2020-04-04,estimate,238,139,331,192,269
East of England,2020-04-05,estimate,232,145,337,186,260
East of England,2020-04-06,estimate,378,227,536,297,421
East of England,2020-04-07,estimate,358,224,516,292,408
East of England,2020-04-08,estimate,383,232,535,300,423
East of England,2020-04-09,estimate,348,216,489,280,392
East of England,2020-04-10,estimate,362,225,520,295,412
East of England,2020-04-11,estimate,253,154,353,202,282
East of England,2020-04-12,estimate,244,142,341,184,265
East of England,2020-04-13,estimate,392,252,571,307,436
East of England,2020-04-14,estimate,376,224,526,304,426
East of England,2020-04-15,estimate,402,243,561,330,458
East of England,2020-04-16,estimate,375,239,529,298,419
East of England,2020-04-17,estimate,389,236,542,330,454
East of England,2020-04-18,estimate,276,173,395,222,308
East of England,2020-04-19,estimate,270,160,372,205,294
East of England,2020-04-20,estimate,444,267,621,373,514
East of England,2020-04-21,estimate,424,269,603,357,487
East of England,2020-04-22,estimate,452,285,652,354,501
East of England,2020-04-23,estimate,414,246,581,327,464
East of England,2020-04-24,estimate,432,266,611,353,487
East of England,2020-04-25,estimate,306,193,433,246,345
East of England,2020-04-26,estimate,293,175,418,227,322
East of England,2020-04-27,estimate,475,296,680,374,529
East of England,2020-04-28,estimate,446,275,641,370,510
East of England,2020-04-29,estimate,473,303,671,387,538
East of England,2020-04-30,estimate,422,247,585,331,467
East of England,2020-05-01,estimate,424,255,591,356,495
East of England,2020-05-02,estimate,287,180,419,222,316
East of England,2020-05-03,estimate,271,155,376,215,302
East of England,2020-05-04,estimate,430,266,607,347,487
East of England,2020-05-05,estimate,389,233,545,309,432
East of England,2020-05-06,estimate,402,241,566,328,462
East of England,2020-05-07,estimate,347,209,483,270,381
East of England,2020-05-08,estimate,348,217,487,274,387
East of England,2020-05-09,estimate,236,138,331,196,270
East of England,2020-05-10,estimate,216,131,308,173,243
East of England,2020-05-11,estimate,329,196,463,264,371
East of England,2020-05-12,estimate,297,168,415,242,339
East of England,2020-05-13,estimate,303,188,434,238,336
East of England,2020-05-14,estimate,260,154,365,205,290
East of England,2020-05-15,estimate,254,157,365,202,284
East of England,2020-05-16,estimate,171,102,240,138,195
East of England,2020-05-17,estimate,157,93,222,124,175
East of England,2020-05-18,estimate,241,148,343,184,267
East of England,2020-05-19,estimate,219,128,308,178,248
East of England,2020-05-20,estimate,221,131,317,180,253
East of England,2020-05-21,estimate,188,111,268,151,211
East of England,2020-05-22,estimate,188,121,267,146,207
East of England,2020-05-23,estimate,124,71,172,91,133
East of England,2020-05-24,estimate,113,66,160,87,125
East of England,2020-05-25,estimate,176,103,241,145,201
East of England,2020-05-26,estimate,159,101,229,124,177
East of England,2020-05-27,estimate,163,89,223,128,179
East of England,2020-05-28,estimate,140,86,199,110,156
East of England,2020-05-29,estimate,139,85,200,106,152
East of England,2020-05-30,estimate,94,50,129,74,105
East of England,2020-05-31,estimate,88,50,126,65,95
East of England,2020-06-01,estimate,134,81,197,107,152
East of England,2020-06-02,estimate,123,73,178,93,135
East of England,2020-06-03,estimate,126,75,179,97,139
East of England,2020-06-04,estimate,111,67,159,86,123
East of England,2020-06-05,estimate,111,61,156,85,123
East of England,2020-06-06,estimate,75,43,108,58,84
East of England,2020-06-07,estimate,70,41,100,53,77
East of England,2020-06-08,estimate,109,64,160,83,122
East of England,2020-06-09,estimate,100,61,145,79,113
East of England,2020-06-10,estimate,104,60,146,83,118
East of England,2020-06-11,estimate,90,54,132,71,101
East of England,2020-06-12,estimate,90,50,128,71,100
East of England,2020-06-13,estimate,61,34,88,47,68
East of England,2020-06-14,estimate,56,28,80,43,63
East of England,2020-06-15,estimate,87,48,121,69,99
East of England,2020-06-16,estimate,79,49,117,58,86
East of England,2020-06-17,estimate,82,48,114,63,89
East of England,2020-06-18,estimate,70,39,101,51,76
East of England,2020-06-19,estimate,69,40,101,52,76
East of England,2020-06-20,estimate,46,28,70,33,50
East of England,2020-06-21,estimate,42,23,63,33,48
East of England,2020-06-22,estimate,66,37,93,49,72
East of England,2020-06-23,estimate,59,33,86,41,63
East of England,2020-06-24,estimate,61,34,88,50,72
East of England,2020-06-25,estimate,53,29,75,39,58
East of England,2020-06-26,estimate,53,30,78,38,57
East of England,2020-06-27,estimate,36,18,53,25,39
East of England,2020-06-28,estimate,33,17,49,22,35
East of England,2020-06-29,estimate,54,33,79,38,57
East of England,2020-06-30,estimate,50,27,71,36,54
East of England,2020-07-01,estimate,52,29,76,42,60
East of England,2020-07-02,estimate,47,25,67,35,52
East of England,2020-07-03,estimate,48,25,69,34,52
East of England,2020-07-04,estimate,33,18,50,23,36
East of England,2020-07-05,estimate,32,16,48,25,37
East of England,2020-07-06,estimate,53,29,77,38,58
East of England,2020-07-07,estimate,50,26,72,42,60
East of England,2020-07-08,estimate,55,30,80,43,62
East of England,2020-07-09,estimate,50,28,74,35,54
East of England,2020-07-10,estimate,53,29,77,43,61
East of England,2020-07-11,estimate,38,19,55,27,41
East of England,2020-07-12,estimate,37,18,54,26,40
East of England,2020-07-13,estimate,60,34,87,42,64
East of England,2020-07-14,estimate,58,30,81,45,66
East of England,2020-07-15,estimate,61,35,89,47,69
East of England,2020-07-16,estimate,56,32,81,40,60
East of England,2020-07-17,estimate,56,33,83,42,62
East of England,2020-07-18,estimate,40,21,57,28,43
East of England,2020-07-19,estimate,38,21,56,28,42
East of England,2020-07-20,estimate,61,33,86,46,67
