region,date,type,median,lower_90,upper_90,lower_50,upper_50
England,2020-05-15,estimate,0.79,0.72,0.86,0.76,0.81
England,2020-05-16,estimate,0.79,0.71,0.85,0.76,0.82
England,2020-05-17,estimate,0.78,0.71,0.85,0.76,0.81
England,2020-05-18,estimate,0.78,0.72,0.85,0.76,0.81
England,2020-05-19,estimate,0.79,0.72,0.85,0.76,0.81
England,2020-05-20,estimate,0.79,0.72,0.85,0.76,0.81
England,2020-05-21,estimate,0.79,0.72,0.85,0.77,0.83
England,2020-05-22,estimate,0.8,0.73,0.86,0.77,0.82
England,2020-05-23,estimate,0.81,0.73,0.87,0.77,0.83
England,2020-05-24,estimate,0.81,0.75,0.88,0.78,0.84
England,2020-05-25,estimate,0.82,0.75,0.89,0.78,0.84
England,2020-05-26,estimate,0.82,0.76,0.9,0.79,0.85
England,2020-05-27,estimate,0.83,0.76,0.9,0.79,0.85
England,2020-05-28,estimate,0.83,0.77,0.91,0.8,0.86
England,2020-05-29,estimate,0.84,0.77,0.91,0.81,0.87
England,2020-05-30,estimate,0.84,0.77,0.92,0.81,0.87
England,2020-05-31,estimate,0.84,0.78,0.92,0.81,0.87
England,2020-06-01,estimate,0.85,0.78,0.92,0.81,0.87
England,2020-06-02,estimate,0.85,0.79,0.92,0.82,0.87
England,2020-06-03,estimate,0.85,0.79,0.92,0.82,0.87
England,2020-06-04,estimate,0.85,0.79,0.92,0.82,0.87
England,2020-06-05,estimate,0.85,0.79,0.92,0.82,0.87
England,2020-06-06,estimate,0.86,0.79,0.93,0.83,0.88
England,2020-06-07,estimate,0.86,0.79,0.93,0.83,0.89
England,2020-06-08,estimate,0.86,0.79,0.94,0.83,0.89
England,2020-06-09,estimate,0.87,0.8,0.95,0.83,0.89
England,2020-06-10,estimate,0.88,0.8,0.96,0.84,0.91
England,2020-06-11,estimate,0.89,0.8,0.97,0.85,0.92
England,2020-06-12,estimate,0.9,0.81,0.98,0.87,0.94
England,2020-06-13,estimate,0.91,0.82,0.99,0.88,0.95
England,2020-06-14,estimate,0.93,0.84,1.02,0.9,0.97
England,2020-06-15,estimate,0.95,0.86,1.03,0.92,0.99
England,2020-06-16,estimate,0.98,0.89,1.06,0.94,1.01
England,2020-06-17,estimate,1,0.92,1.08,0.97,1.04
England,2020-06-18,estimate,1.03,0.95,1.11,1,1.06
England,2020-06-19,estimate,1.06,0.98,1.14,1.03,1.1
England,2020-06-20,estimate,1.09,1.01,1.17,1.05,1.11
England,2020-06-21,estimate,1.12,1.04,1.19,1.09,1.15
England,2020-06-22,estimate,1.15,1.06,1.22,1.11,1.18
England,2020-06-23,estimate,1.18,1.1,1.27,1.15,1.21
England,2020-06-24,estimate,1.21,1.13,1.3,1.16,1.23
England,2020-06-25,estimate,1.23,1.14,1.33,1.19,1.26
England,2020-06-26,estimate,1.25,1.16,1.36,1.21,1.29
England,2020-06-27,estimate,1.27,1.17,1.38,1.22,1.31
England,2020-06-28,estimate,1.28,1.17,1.39,1.22,1.31
England,2020-06-29,estimate,1.28,1.17,1.4,1.23,1.32
England,2020-06-30,estimate,1.28,1.18,1.4,1.24,1.33
England,2020-07-01,estimate,1.27,1.17,1.39,1.22,1.31
England,2020-07-02,estimate,1.26,1.16,1.37,1.21,1.3
England,2020-07-03,estimate,1.24,1.15,1.35,1.19,1.27
England,2020-07-04,estimate,1.22,1.14,1.32,1.18,1.26
England,2020-07-05,estimate,1.2,1.12,1.29,1.16,1.23
England,2020-07-06,estimate,1.18,1.09,1.26,1.15,1.21
England,2020-07-07,estimate,1.15,1.08,1.23,1.12,1.18
England,2020-07-08,estimate,1.13,1.06,1.21,1.1,1.16
England,2020-07-09,estimate,1.11,1.03,1.18,1.08,1.14
England,2020-07-10,estimate,1.08,1.01,1.17,1.05,1.11
England,2020-07-11,estimate,1.06,0.99,1.14,1.04,1.1
England,2020-07-12,estimate,1.05,0.96,1.13,1.01,1.08
England,2020-07-13,estimate,1.03,0.94,1.11,1,1.07
England,2020-07-14,estimate,1.02,0.93,1.1,0.99,1.06
England,2020-07-15,estimate,1.01,0.93,1.11,0.99,1.06
England,2020-07-16,estimate,1.01,0.92,1.09,0.98,1.05
England,2020-07-17,estimate,1,0.91,1.08,0.97,1.04
England,2020-07-18,estimate,1.01,0.92,1.09,0.98,1.05
England,2020-07-19,estimate,1.01,0.93,1.09,0.99,1.05
England,2020-07-20,estimate,1.02,0.94,1.09,0.99,1.05
England,2020-07-21,estimate,1.03,0.95,1.1,1,1.06
England,2020-07-22,estimate,1.03,0.96,1.1,1.01,1.06
England,2020-07-23,estimate,1.04,0.98,1.12,1.02,1.07
England,2020-07-24,estimate,1.05,0.99,1.13,1.02,1.07
England,2020-07-25,estimate,1.06,0.99,1.14,1.03,1.09
England,2020-07-26,estimate,1.07,1,1.15,1.04,1.1
England,2020-07-27,estimate,1.08,1,1.16,1.04,1.1
England,2020-07-28,estimate,1.09,1.01,1.18,1.05,1.11
England,2020-07-29,estimate,1.09,1.01,1.18,1.05,1.12
England,2020-07-30,estimate,1.1,1.01,1.19,1.06,1.13
England,2020-07-31,estimate,1.1,1.01,1.19,1.05,1.12
England,2020-08-01,estimate,1.09,1.01,1.18,1.06,1.13
England,2020-08-02,estimate,1.09,1,1.17,1.05,1.11
