region,perc_case_in_admissions,l95_case_adm,u95_case_adm,perc_case_in_deaths,l95_case_death,u95_case_death,p_med_admissions_death_0,l95_adm_death,u95_adm_death,p_lag_admissions_death_7,l95_adm_death7,u95_adm_death7,p_lag_admissions_death_14,l95_adm_death14,u95_adm_death14
England,0.029850746268656716,0.0010369457200116033,0.05866454681730183,0.2185430463576159,0.15262738346305826,0.28445870925217354,0.6377952755905512,0.5542018899258387,0.7213886612552636,0.680327868852459,0.5975741203720761,0.7630816173328419,0.5245901639344263,0.43597249759562773,0.6132078302732248
North East and Yorkshire,0.1865671641791045,0.12060693937678661,0.25252738898142235,0.20422535211267606,0.1379179862389438,0.2705327179864083,0.4330708661417323,0.34689253435724154,0.519249197926223,0.4083333333333333,0.3203882799908775,0.49627838667578916,0.16101694915254236,0.09469955419411658,0.22733434411096815
North West,0.1044776119402985,0.05268670518987913,0.1562685186907179,0.174496644295302,0.1135547571708787,0.23543853141972532,0.33858267716535434,0.2562780293784724,0.4208873249522363,0.39166666666666666,0.30433041247462855,0.4790029208587048,0.13274336283185842,0.07018331479793494,0.1953034108657819
Midlands,0.13432835820895522,0.07659004115734416,0.19206667526056628,0.15862068965517243,0.09915754108424712,0.21808383822609773,0.30708661417322836,0.22685895339921558,0.38731427494724113,0.275,0.19510845893754877,0.35489154106245124,0.11403508771929824,0.05568639135742134,0.17238378408117513
East of England,0.15671641791044777,0.09516362791585636,0.21826920790503918,0.11612903225806452,0.0656913571045804,0.16656670741154864,0.31496062992125984,0.23417388460774466,0.395747375234775,0.35,0.26465931021292755,0.4353406897870724,0.30973451327433627,0.22447953861421238,0.39498948793446015
London,0.26865671641791045,0.19360456224320116,0.34370887059261973,0.2635135135135135,0.19253791707978113,0.33448910994724584,0.5196850393700787,0.4327915224447998,0.6065785562953576,0.49166666666666664,0.40221774165811675,0.5811155916752165,0.4051724137931034,0.31583311039270895,0.4945117171934979
South East,0.1865671641791045,0.12060693937678661,0.25252738898142235,0.2597402597402597,0.19048425863598234,0.3289962608445371,0.5118110236220472,0.4248743512349942,0.5987476960091003,0.4583333333333333,0.36918315313368577,0.5474835135329809,0.30434782608695654,0.2202493112140408,0.3884463409598723
South West,0.1417910447761194,0.08272680826530585,0.20085528128693295,0.3581081081081081,0.2808643783615084,0.4353518378547078,0.4251968503937008,0.3392146015294584,0.5111790992579431,0.4083333333333333,0.3203882799908775,0.49627838667578916,0.5929203539823009,0.5023356804801169,0.6835050274844849
