region,date,type,median,mean,sd,lower_20,upper_20,lower_50,upper_50,lower_90,upper_90
England,2020-03-19,estimate,0.219,0.22,0.027,0.215,0.228,0.199,0.235,0.173,0.262
England,2020-03-20,estimate,0.203,0.203,0.021,0.198,0.208,0.191,0.219,0.168,0.237
England,2020-03-21,estimate,0.184,0.184,0.016,0.182,0.19,0.175,0.195,0.16,0.212
England,2020-03-22,estimate,0.164,0.164,0.012,0.159,0.165,0.156,0.172,0.144,0.183
England,2020-03-23,estimate,0.142,0.142,0.009,0.142,0.147,0.135,0.147,0.127,0.158
England,2020-03-24,estimate,0.12,0.12,0.009,0.119,0.123,0.114,0.125,0.106,0.133
England,2020-03-25,estimate,0.097,0.097,0.009,0.097,0.101,0.09,0.101,0.084,0.112
England,2020-03-26,estimate,0.075,0.075,0.009,0.075,0.079,0.067,0.079,0.059,0.089
England,2020-03-27,estimate,0.053,0.053,0.01,0.053,0.058,0.046,0.059,0.039,0.071
England,2020-03-28,estimate,0.033,0.033,0.01,0.032,0.037,0.026,0.039,0.016,0.049
England,2020-03-29,estimate,0.014,0.014,0.01,0.013,0.018,0.009,0.022,-0.001,0.032
England,2020-03-30,estimate,-0.003,-0.003,0.01,-0.006,-0.002,-0.008,0.004,-0.019,0.013
England,2020-03-31,estimate,-0.018,-0.019,0.009,-0.02,-0.016,-0.025,-0.012,-0.034,-0.003
England,2020-04-01,estimate,-0.032,-0.032,0.009,-0.032,-0.027,-0.037,-0.025,-0.048,-0.018
England,2020-04-02,estimate,-0.043,-0.043,0.009,-0.043,-0.039,-0.048,-0.037,-0.058,-0.029
England,2020-04-03,estimate,-0.053,-0.053,0.008,-0.053,-0.049,-0.058,-0.047,-0.067,-0.039
England,2020-04-04,estimate,-0.06,-0.06,0.008,-0.063,-0.059,-0.066,-0.055,-0.074,-0.047
England,2020-04-05,estimate,-0.066,-0.066,0.008,-0.067,-0.063,-0.071,-0.06,-0.079,-0.053
England,2020-04-06,estimate,-0.069,-0.069,0.008,-0.071,-0.067,-0.075,-0.065,-0.082,-0.055
England,2020-04-07,estimate,-0.071,-0.071,0.008,-0.072,-0.068,-0.077,-0.066,-0.086,-0.059
England,2020-04-08,estimate,-0.071,-0.072,0.008,-0.071,-0.067,-0.076,-0.066,-0.085,-0.058
England,2020-04-09,estimate,-0.07,-0.07,0.008,-0.074,-0.07,-0.075,-0.065,-0.084,-0.057
England,2020-04-10,estimate,-0.068,-0.068,0.008,-0.07,-0.066,-0.074,-0.063,-0.082,-0.055
England,2020-04-11,estimate,-0.064,-0.065,0.008,-0.064,-0.061,-0.071,-0.06,-0.077,-0.05
England,2020-04-12,estimate,-0.06,-0.06,0.008,-0.06,-0.057,-0.066,-0.056,-0.073,-0.047
England,2020-04-13,estimate,-0.055,-0.055,0.008,-0.058,-0.054,-0.06,-0.049,-0.068,-0.041
England,2020-04-14,estimate,-0.05,-0.05,0.008,-0.052,-0.048,-0.054,-0.044,-0.064,-0.037
England,2020-04-15,estimate,-0.044,-0.044,0.008,-0.045,-0.041,-0.048,-0.038,-0.058,-0.031
England,2020-04-16,estimate,-0.039,-0.038,0.008,-0.038,-0.034,-0.044,-0.033,-0.052,-0.025
England,2020-04-17,estimate,-0.033,-0.033,0.009,-0.035,-0.031,-0.038,-0.027,-0.046,-0.019
England,2020-04-18,estimate,-0.028,-0.028,0.009,-0.03,-0.026,-0.035,-0.024,-0.042,-0.013
England,2020-04-19,estimate,-0.024,-0.024,0.009,-0.026,-0.023,-0.031,-0.02,-0.038,-0.009
England,2020-04-20,estimate,-0.021,-0.021,0.009,-0.022,-0.018,-0.028,-0.017,-0.035,-0.005
England,2020-04-21,estimate,-0.018,-0.018,0.009,-0.021,-0.017,-0.025,-0.013,-0.033,-0.003
England,2020-04-22,estimate,-0.017,-0.016,0.009,-0.019,-0.015,-0.024,-0.011,-0.032,-0.002
England,2020-04-23,estimate,-0.016,-0.016,0.009,-0.019,-0.014,-0.022,-0.009,-0.031,-0.001
England,2020-04-24,estimate,-0.016,-0.016,0.009,-0.019,-0.015,-0.022,-0.009,-0.031,0
England,2020-04-25,estimate,-0.016,-0.016,0.009,-0.019,-0.014,-0.021,-0.009,-0.032,-0.001
England,2020-04-26,estimate,-0.018,-0.018,0.009,-0.021,-0.016,-0.022,-0.01,-0.031,-0.001
England,2020-04-27,estimate,-0.019,-0.019,0.009,-0.022,-0.018,-0.026,-0.014,-0.034,-0.005
England,2020-04-28,estimate,-0.021,-0.022,0.009,-0.022,-0.018,-0.027,-0.016,-0.037,-0.008
England,2020-04-29,estimate,-0.024,-0.024,0.009,-0.024,-0.02,-0.028,-0.017,-0.04,-0.011
England,2020-04-30,estimate,-0.026,-0.026,0.009,-0.028,-0.024,-0.03,-0.019,-0.042,-0.014
England,2020-05-01,estimate,-0.028,-0.028,0.008,-0.028,-0.024,-0.033,-0.022,-0.042,-0.014
England,2020-05-02,estimate,-0.029,-0.029,0.008,-0.031,-0.027,-0.035,-0.023,-0.043,-0.016
England,2020-05-03,estimate,-0.031,-0.031,0.008,-0.033,-0.028,-0.036,-0.024,-0.044,-0.017
England,2020-05-04,estimate,-0.032,-0.032,0.008,-0.035,-0.031,-0.036,-0.025,-0.045,-0.017
England,2020-05-05,estimate,-0.032,-0.032,0.008,-0.033,-0.029,-0.038,-0.027,-0.046,-0.018
England,2020-05-06,estimate,-0.032,-0.032,0.009,-0.033,-0.03,-0.037,-0.026,-0.046,-0.018
England,2020-05-07,estimate,-0.032,-0.032,0.009,-0.033,-0.03,-0.037,-0.026,-0.046,-0.018
England,2020-05-08,estimate,-0.031,-0.031,0.009,-0.033,-0.029,-0.037,-0.026,-0.045,-0.017
England,2020-05-09,estimate,-0.03,-0.03,0.009,-0.031,-0.027,-0.036,-0.025,-0.044,-0.016
England,2020-05-10,estimate,-0.029,-0.029,0.009,-0.035,-0.03,-0.034,-0.023,-0.042,-0.014
England,2020-05-11,estimate,-0.028,-0.028,0.009,-0.034,-0.03,-0.034,-0.022,-0.043,-0.013
England,2020-05-12,estimate,-0.026,-0.026,0.009,-0.028,-0.023,-0.033,-0.021,-0.04,-0.011
England,2020-05-13,estimate,-0.025,-0.025,0.009,-0.028,-0.024,-0.032,-0.02,-0.041,-0.011
England,2020-05-14,estimate,-0.025,-0.024,0.009,-0.028,-0.024,-0.031,-0.019,-0.04,-0.01
England,2020-05-15,estimate,-0.024,-0.024,0.009,-0.026,-0.022,-0.031,-0.019,-0.038,-0.008
England,2020-05-16,estimate,-0.024,-0.024,0.009,-0.027,-0.023,-0.03,-0.019,-0.039,-0.01
England,2020-05-17,estimate,-0.024,-0.024,0.009,-0.027,-0.023,-0.03,-0.019,-0.038,-0.009
England,2020-05-18,estimate,-0.024,-0.024,0.009,-0.025,-0.021,-0.03,-0.019,-0.039,-0.011
England,2020-05-19,estimate,-0.025,-0.025,0.008,-0.028,-0.024,-0.031,-0.02,-0.039,-0.012
England,2020-05-20,estimate,-0.026,-0.026,0.008,-0.028,-0.023,-0.032,-0.021,-0.04,-0.012
England,2020-05-21,estimate,-0.028,-0.028,0.008,-0.031,-0.027,-0.034,-0.023,-0.041,-0.013
England,2020-05-22,estimate,-0.029,-0.029,0.008,-0.033,-0.029,-0.035,-0.024,-0.043,-0.015
England,2020-05-23,estimate,-0.031,-0.031,0.008,-0.034,-0.03,-0.038,-0.026,-0.044,-0.016
England,2020-05-24,estimate,-0.033,-0.033,0.009,-0.037,-0.033,-0.039,-0.027,-0.045,-0.017
England,2020-05-25,estimate,-0.034,-0.034,0.009,-0.037,-0.033,-0.04,-0.029,-0.05,-0.021
England,2020-05-26,estimate,-0.035,-0.036,0.009,-0.041,-0.037,-0.041,-0.03,-0.051,-0.021
England,2020-05-27,estimate,-0.037,-0.037,0.009,-0.04,-0.036,-0.042,-0.031,-0.052,-0.022
England,2020-05-28,estimate,-0.037,-0.037,0.009,-0.039,-0.035,-0.043,-0.032,-0.053,-0.023
England,2020-05-29,estimate,-0.038,-0.038,0.009,-0.039,-0.035,-0.042,-0.03,-0.052,-0.022
England,2020-05-30,estimate,-0.037,-0.037,0.009,-0.04,-0.037,-0.043,-0.031,-0.052,-0.023
England,2020-05-31,estimate,-0.037,-0.037,0.009,-0.04,-0.036,-0.043,-0.032,-0.051,-0.022
England,2020-06-01,estimate,-0.036,-0.036,0.009,-0.037,-0.033,-0.043,-0.031,-0.05,-0.021
England,2020-06-02,estimate,-0.035,-0.035,0.009,-0.035,-0.031,-0.042,-0.03,-0.048,-0.019
England,2020-06-03,estimate,-0.033,-0.033,0.009,-0.034,-0.03,-0.04,-0.029,-0.048,-0.02
England,2020-06-04,estimate,-0.031,-0.031,0.009,-0.035,-0.031,-0.035,-0.024,-0.045,-0.017
England,2020-06-05,estimate,-0.029,-0.029,0.009,-0.032,-0.028,-0.034,-0.023,-0.043,-0.015
England,2020-06-06,estimate,-0.028,-0.028,0.009,-0.029,-0.025,-0.032,-0.02,-0.043,-0.015
England,2020-06-07,estimate,-0.026,-0.026,0.009,-0.024,-0.019,-0.031,-0.02,-0.041,-0.013
England,2020-06-08,estimate,-0.024,-0.024,0.009,-0.024,-0.02,-0.029,-0.017,-0.04,-0.011
England,2020-06-09,estimate,-0.023,-0.023,0.009,-0.026,-0.021,-0.029,-0.017,-0.037,-0.007
England,2020-06-10,estimate,-0.022,-0.022,0.009,-0.025,-0.021,-0.03,-0.018,-0.036,-0.006
England,2020-06-11,estimate,-0.022,-0.022,0.009,-0.026,-0.022,-0.029,-0.017,-0.036,-0.005
England,2020-06-12,estimate,-0.023,-0.022,0.009,-0.025,-0.021,-0.028,-0.016,-0.036,-0.005
England,2020-06-13,estimate,-0.024,-0.023,0.009,-0.026,-0.022,-0.03,-0.018,-0.038,-0.007
England,2020-06-14,estimate,-0.025,-0.025,0.009,-0.028,-0.023,-0.032,-0.019,-0.039,-0.009
England,2020-06-15,estimate,-0.027,-0.027,0.009,-0.028,-0.024,-0.034,-0.022,-0.042,-0.012
England,2020-06-16,estimate,-0.029,-0.029,0.009,-0.033,-0.028,-0.037,-0.025,-0.045,-0.015
England,2020-06-17,estimate,-0.033,-0.032,0.009,-0.036,-0.031,-0.041,-0.028,-0.048,-0.019
England,2020-06-18,estimate,-0.035,-0.035,0.009,-0.037,-0.033,-0.04,-0.028,-0.05,-0.021
England,2020-06-19,estimate,-0.039,-0.039,0.009,-0.043,-0.038,-0.044,-0.032,-0.054,-0.025
England,2020-06-20,estimate,-0.042,-0.042,0.009,-0.043,-0.039,-0.048,-0.036,-0.057,-0.028
England,2020-06-21,estimate,-0.045,-0.045,0.009,-0.045,-0.041,-0.051,-0.039,-0.059,-0.029
England,2020-06-22,estimate,-0.048,-0.048,0.009,-0.05,-0.045,-0.054,-0.042,-0.062,-0.032
England,2020-06-23,estimate,-0.051,-0.05,0.009,-0.05,-0.045,-0.058,-0.045,-0.066,-0.035
England,2020-06-24,estimate,-0.053,-0.053,0.009,-0.055,-0.05,-0.059,-0.047,-0.067,-0.037
England,2020-06-25,estimate,-0.055,-0.054,0.009,-0.059,-0.054,-0.06,-0.047,-0.07,-0.039
England,2020-06-26,estimate,-0.056,-0.055,0.009,-0.06,-0.055,-0.061,-0.049,-0.071,-0.04
England,2020-06-27,estimate,-0.056,-0.056,0.009,-0.057,-0.053,-0.061,-0.05,-0.071,-0.04
England,2020-06-28,estimate,-0.056,-0.056,0.009,-0.058,-0.054,-0.062,-0.051,-0.072,-0.042
England,2020-06-29,estimate,-0.055,-0.055,0.009,-0.056,-0.051,-0.061,-0.049,-0.071,-0.041
England,2020-06-30,estimate,-0.054,-0.054,0.009,-0.059,-0.054,-0.059,-0.047,-0.069,-0.04
England,2020-07-01,estimate,-0.053,-0.053,0.009,-0.056,-0.052,-0.057,-0.045,-0.068,-0.039
England,2020-07-02,estimate,-0.051,-0.05,0.009,-0.055,-0.051,-0.058,-0.046,-0.065,-0.036
England,2020-07-03,estimate,-0.048,-0.048,0.009,-0.049,-0.045,-0.055,-0.043,-0.062,-0.033
England,2020-07-04,estimate,-0.046,-0.045,0.009,-0.05,-0.045,-0.052,-0.04,-0.06,-0.031
England,2020-07-05,estimate,-0.043,-0.043,0.01,-0.042,-0.038,-0.049,-0.037,-0.058,-0.027
England,2020-07-06,estimate,-0.04,-0.04,0.01,-0.039,-0.035,-0.047,-0.035,-0.055,-0.024
England,2020-07-07,estimate,-0.037,-0.037,0.01,-0.038,-0.033,-0.043,-0.03,-0.052,-0.02
England,2020-07-08,estimate,-0.034,-0.034,0.01,-0.037,-0.032,-0.041,-0.028,-0.05,-0.018
England,2020-07-09,estimate,-0.032,-0.032,0.01,-0.036,-0.031,-0.038,-0.024,-0.049,-0.017
England,2020-07-10,estimate,-0.03,-0.03,0.01,-0.033,-0.028,-0.036,-0.022,-0.047,-0.015
England,2020-07-11,estimate,-0.028,-0.028,0.01,-0.033,-0.028,-0.035,-0.022,-0.044,-0.012
England,2020-07-12,estimate,-0.026,-0.026,0.01,-0.029,-0.025,-0.033,-0.02,-0.042,-0.009
England,2020-07-13,estimate,-0.025,-0.025,0.01,-0.029,-0.025,-0.033,-0.02,-0.041,-0.008
England,2020-07-14,estimate,-0.024,-0.024,0.01,-0.027,-0.022,-0.031,-0.018,-0.04,-0.008
England,2020-07-15,estimate,-0.023,-0.023,0.01,-0.027,-0.022,-0.031,-0.018,-0.038,-0.006
England,2020-07-16,estimate,-0.023,-0.022,0.01,-0.023,-0.018,-0.03,-0.017,-0.038,-0.006
England,2020-07-17,estimate,-0.022,-0.022,0.01,-0.024,-0.019,-0.029,-0.016,-0.039,-0.007
England,2020-07-18,estimate,-0.022,-0.022,0.01,-0.024,-0.019,-0.028,-0.015,-0.038,-0.006
England,2020-07-19,estimate,-0.022,-0.022,0.01,-0.024,-0.019,-0.029,-0.016,-0.039,-0.007
