region,date,type,median,mean,sd,lower_20,upper_20,lower_50,upper_50,lower_90,upper_90
England,2020-03-19,estimate,1.88,1.88,0.12,1.84,1.9,1.78,1.93,1.69,2.07
England,2020-03-20,estimate,1.81,1.81,0.09,1.79,1.83,1.74,1.86,1.67,1.96
England,2020-03-21,estimate,1.73,1.73,0.07,1.71,1.74,1.69,1.78,1.62,1.84
England,2020-03-22,estimate,1.64,1.64,0.05,1.62,1.64,1.6,1.67,1.57,1.73
England,2020-03-23,estimate,1.55,1.55,0.04,1.54,1.56,1.53,1.58,1.48,1.61
England,2020-03-24,estimate,1.46,1.46,0.03,1.46,1.47,1.43,1.48,1.4,1.51
England,2020-03-25,estimate,1.37,1.37,0.03,1.35,1.37,1.34,1.39,1.31,1.43
England,2020-03-26,estimate,1.28,1.28,0.04,1.26,1.28,1.26,1.3,1.22,1.34
England,2020-03-27,estimate,1.2,1.2,0.04,1.18,1.2,1.17,1.22,1.14,1.27
England,2020-03-28,estimate,1.12,1.12,0.04,1.12,1.14,1.1,1.15,1.06,1.18
England,2020-03-29,estimate,1.05,1.05,0.04,1.04,1.05,1.03,1.08,0.99,1.11
England,2020-03-30,estimate,0.99,0.99,0.04,0.98,0.99,0.97,1.02,0.93,1.05
England,2020-03-31,estimate,0.93,0.93,0.03,0.93,0.94,0.91,0.96,0.88,0.99
England,2020-04-01,estimate,0.89,0.89,0.03,0.89,0.9,0.87,0.91,0.83,0.93
England,2020-04-02,estimate,0.85,0.85,0.03,0.85,0.86,0.83,0.87,0.8,0.89
England,2020-04-03,estimate,0.81,0.81,0.03,0.81,0.83,0.8,0.83,0.77,0.86
England,2020-04-04,estimate,0.79,0.79,0.03,0.78,0.79,0.77,0.81,0.74,0.83
England,2020-04-05,estimate,0.77,0.77,0.03,0.76,0.77,0.75,0.79,0.72,0.81
England,2020-04-06,estimate,0.76,0.76,0.03,0.75,0.76,0.74,0.77,0.72,0.8
England,2020-04-07,estimate,0.75,0.75,0.03,0.74,0.76,0.73,0.77,0.7,0.79
England,2020-04-08,estimate,0.75,0.75,0.03,0.75,0.76,0.73,0.77,0.7,0.79
England,2020-04-09,estimate,0.75,0.75,0.03,0.74,0.76,0.74,0.77,0.71,0.8
England,2020-04-10,estimate,0.76,0.76,0.03,0.76,0.77,0.74,0.78,0.72,0.81
England,2020-04-11,estimate,0.77,0.77,0.03,0.77,0.79,0.75,0.79,0.73,0.82
England,2020-04-12,estimate,0.79,0.79,0.03,0.79,0.8,0.77,0.8,0.74,0.83
England,2020-04-13,estimate,0.81,0.81,0.03,0.8,0.81,0.79,0.83,0.76,0.85
England,2020-04-14,estimate,0.82,0.82,0.03,0.82,0.83,0.81,0.84,0.78,0.87
England,2020-04-15,estimate,0.84,0.84,0.03,0.83,0.85,0.83,0.86,0.8,0.89
England,2020-04-16,estimate,0.86,0.86,0.03,0.86,0.87,0.85,0.88,0.82,0.91
England,2020-04-17,estimate,0.88,0.88,0.03,0.87,0.89,0.86,0.9,0.83,0.93
England,2020-04-18,estimate,0.9,0.9,0.03,0.9,0.91,0.87,0.91,0.85,0.95
England,2020-04-19,estimate,0.91,0.91,0.03,0.91,0.92,0.89,0.93,0.86,0.97
England,2020-04-20,estimate,0.93,0.93,0.03,0.92,0.93,0.9,0.95,0.88,0.98
England,2020-04-21,estimate,0.93,0.94,0.03,0.92,0.94,0.91,0.96,0.88,0.99
England,2020-04-22,estimate,0.94,0.94,0.03,0.93,0.95,0.91,0.96,0.88,0.99
England,2020-04-23,estimate,0.94,0.94,0.03,0.93,0.95,0.92,0.97,0.89,1
England,2020-04-24,estimate,0.94,0.94,0.03,0.93,0.95,0.92,0.97,0.89,1
England,2020-04-25,estimate,0.94,0.94,0.03,0.93,0.95,0.92,0.97,0.89,1
England,2020-04-26,estimate,0.94,0.94,0.03,0.93,0.94,0.92,0.96,0.88,0.99
England,2020-04-27,estimate,0.93,0.93,0.03,0.92,0.94,0.9,0.95,0.88,0.98
England,2020-04-28,estimate,0.92,0.92,0.03,0.92,0.93,0.9,0.94,0.86,0.97
England,2020-04-29,estimate,0.92,0.92,0.03,0.91,0.92,0.9,0.94,0.86,0.96
England,2020-04-30,estimate,0.91,0.91,0.03,0.9,0.92,0.89,0.93,0.85,0.95
England,2020-05-01,estimate,0.9,0.9,0.03,0.89,0.91,0.88,0.92,0.85,0.95
England,2020-05-02,estimate,0.89,0.89,0.03,0.89,0.9,0.88,0.92,0.85,0.94
England,2020-05-03,estimate,0.89,0.89,0.03,0.88,0.9,0.87,0.91,0.84,0.94
England,2020-05-04,estimate,0.89,0.89,0.03,0.88,0.89,0.87,0.91,0.84,0.94
England,2020-05-05,estimate,0.89,0.89,0.03,0.89,0.9,0.87,0.9,0.84,0.93
England,2020-05-06,estimate,0.89,0.89,0.03,0.88,0.89,0.87,0.91,0.84,0.93
England,2020-05-07,estimate,0.89,0.89,0.03,0.88,0.89,0.87,0.91,0.84,0.94
England,2020-05-08,estimate,0.89,0.89,0.03,0.89,0.9,0.87,0.91,0.84,0.94
England,2020-05-09,estimate,0.89,0.89,0.03,0.89,0.9,0.87,0.91,0.84,0.94
England,2020-05-10,estimate,0.9,0.9,0.03,0.88,0.89,0.88,0.92,0.85,0.95
England,2020-05-11,estimate,0.9,0.9,0.03,0.88,0.89,0.88,0.92,0.85,0.95
England,2020-05-12,estimate,0.91,0.91,0.03,0.89,0.9,0.88,0.92,0.85,0.96
England,2020-05-13,estimate,0.91,0.91,0.03,0.9,0.91,0.89,0.93,0.85,0.96
England,2020-05-14,estimate,0.91,0.91,0.03,0.9,0.92,0.89,0.93,0.86,0.96
