region,date,type,median,mean,sd,lower_20,upper_20,lower_50,upper_50,lower_90,upper_90
England,2020-03-19,estimate,1.14,1.14,0.07,1.09,1.12,1.07,1.17,1.02,1.25
England,2020-03-20,estimate,1.13,1.14,0.06,1.1,1.13,1.09,1.17,1.04,1.24
England,2020-03-21,estimate,1.13,1.13,0.05,1.11,1.13,1.09,1.16,1.05,1.22
England,2020-03-22,estimate,1.12,1.13,0.05,1.1,1.12,1.1,1.16,1.05,1.2
England,2020-03-23,estimate,1.12,1.12,0.04,1.12,1.14,1.09,1.14,1.05,1.18
England,2020-03-24,estimate,1.11,1.11,0.04,1.1,1.12,1.08,1.13,1.05,1.16
England,2020-03-25,estimate,1.1,1.1,0.03,1.09,1.11,1.07,1.12,1.04,1.15
England,2020-03-26,estimate,1.08,1.08,0.03,1.07,1.09,1.06,1.1,1.03,1.13
England,2020-03-27,estimate,1.07,1.07,0.03,1.06,1.08,1.05,1.09,1.02,1.12
England,2020-03-28,estimate,1.05,1.05,0.03,1.05,1.06,1.03,1.07,1,1.11
England,2020-03-29,estimate,1.04,1.04,0.03,1.03,1.04,1.02,1.06,0.99,1.09
England,2020-03-30,estimate,1.02,1.02,0.03,1.01,1.02,1,1.04,0.97,1.08
England,2020-03-31,estimate,1,1,0.03,0.99,1,0.97,1.02,0.95,1.05
England,2020-04-01,estimate,0.98,0.98,0.03,0.96,0.98,0.96,1,0.92,1.03
England,2020-04-02,estimate,0.96,0.96,0.03,0.96,0.98,0.94,0.99,0.91,1.02
England,2020-04-03,estimate,0.95,0.94,0.03,0.94,0.96,0.92,0.97,0.89,1
England,2020-04-04,estimate,0.93,0.93,0.03,0.93,0.94,0.91,0.95,0.87,0.98
England,2020-04-05,estimate,0.91,0.91,0.03,0.9,0.92,0.89,0.93,0.85,0.96
England,2020-04-06,estimate,0.9,0.89,0.03,0.9,0.91,0.87,0.92,0.83,0.94
England,2020-04-07,estimate,0.88,0.88,0.03,0.88,0.9,0.86,0.9,0.82,0.94
England,2020-04-08,estimate,0.87,0.87,0.03,0.87,0.89,0.85,0.89,0.81,0.92
England,2020-04-09,estimate,0.86,0.86,0.03,0.85,0.86,0.83,0.88,0.8,0.91
England,2020-04-10,estimate,0.85,0.85,0.03,0.84,0.85,0.83,0.87,0.79,0.9
England,2020-04-11,estimate,0.84,0.84,0.03,0.84,0.85,0.82,0.87,0.78,0.89
England,2020-04-12,estimate,0.83,0.83,0.03,0.84,0.85,0.81,0.86,0.78,0.89
England,2020-04-13,estimate,0.83,0.83,0.03,0.82,0.84,0.81,0.85,0.77,0.88
England,2020-04-14,estimate,0.82,0.82,0.03,0.82,0.84,0.8,0.85,0.77,0.88
England,2020-04-15,estimate,0.82,0.82,0.03,0.81,0.83,0.8,0.84,0.76,0.87
England,2020-04-16,estimate,0.82,0.82,0.03,0.81,0.83,0.81,0.85,0.76,0.87
England,2020-04-17,estimate,0.82,0.82,0.03,0.81,0.83,0.8,0.85,0.77,0.88
England,2020-04-18,estimate,0.82,0.82,0.03,0.82,0.83,0.8,0.85,0.77,0.88
England,2020-04-19,estimate,0.83,0.83,0.03,0.83,0.84,0.81,0.85,0.77,0.88
England,2020-04-20,estimate,0.83,0.83,0.03,0.82,0.84,0.81,0.85,0.77,0.89
England,2020-04-21,estimate,0.83,0.83,0.03,0.82,0.84,0.81,0.86,0.78,0.89
England,2020-04-22,estimate,0.84,0.84,0.03,0.83,0.85,0.82,0.86,0.78,0.9
England,2020-04-23,estimate,0.84,0.84,0.03,0.83,0.85,0.82,0.87,0.79,0.9
England,2020-04-24,estimate,0.84,0.85,0.03,0.84,0.85,0.82,0.87,0.79,0.9
England,2020-04-25,estimate,0.85,0.85,0.03,0.84,0.86,0.82,0.86,0.79,0.9
England,2020-04-26,estimate,0.85,0.86,0.03,0.83,0.85,0.83,0.87,0.8,0.91
England,2020-04-27,estimate,0.86,0.86,0.03,0.85,0.87,0.84,0.88,0.8,0.91
England,2020-04-28,estimate,0.86,0.86,0.04,0.86,0.88,0.84,0.88,0.81,0.92
