region,date,type,median,lower_90,upper_90,lower_50,upper_50
England,2020-02-13,estimate,0,0,0,0,0
England,2020-02-14,estimate,0,0,0,0,0
England,2020-02-15,estimate,0,0,0,0,0
England,2020-02-16,estimate,1,1,1,1,1
England,2020-02-17,estimate,1,1,1,1,1
England,2020-02-18,estimate,1,1,1,1,1
England,2020-02-19,estimate,1,1,2,1,1
England,2020-02-20,estimate,2,2,2,2,2
England,2020-02-21,estimate,2,2,2,2,2
England,2020-02-22,estimate,3,3,4,3,3
England,2020-02-23,estimate,4,4,5,4,5
England,2020-02-24,estimate,7,5,8,6,7
England,2020-02-25,estimate,9,8,11,9,10
England,2020-02-26,estimate,13,11,15,12,14
England,2020-02-27,estimate,18,15,21,17,19
England,2020-02-28,estimate,24,20,27,22,25
England,2020-02-29,estimate,31,26,36,29,33
England,2020-03-01,estimate,37,31,43,35,39
England,2020-03-02,estimate,19,15,24,17,21
England,2020-03-03,estimate,21,16,26,19,24
England,2020-03-04,estimate,23,18,29,21,26
England,2020-03-05,estimate,26,20,32,23,28
England,2020-03-06,estimate,30,23,37,27,33
England,2020-03-07,estimate,35,28,43,32,38
England,2020-03-08,estimate,43,34,52,39,47
England,2020-03-09,estimate,53,44,64,49,58
England,2020-03-10,estimate,68,57,80,62,72
England,2020-03-11,estimate,88,75,102,81,92
England,2020-03-12,estimate,115,98,131,106,119
England,2020-03-13,estimate,151,132,172,143,159
England,2020-03-14,estimate,200,174,227,187,208
England,2020-03-15,estimate,262,229,299,250,278
England,2020-03-16,estimate,341,294,385,321,358
England,2020-03-17,estimate,436,383,501,412,458
England,2020-03-18,estimate,545,478,622,506,564
England,2020-03-19,estimate,663,580,749,619,689
England,2020-03-20,estimate,785,689,884,734,816
England,2020-03-21,estimate,903,806,1013,844,933
England,2020-03-22,estimate,1005,900,1121,951,1043
England,2020-03-23,estimate,1085,971,1203,1023,1119
England,2020-03-24,estimate,1141,1018,1266,1079,1179
England,2020-03-25,estimate,1168,1035,1291,1117,1223
England,2020-03-26,estimate,1168,1029,1297,1117,1228
England,2020-03-27,estimate,1148,1014,1287,1093,1208
England,2020-03-28,estimate,1110,977,1250,1055,1170
England,2020-03-29,estimate,1059,931,1206,997,1109
England,2020-03-30,estimate,1004,884,1156,941,1050
England,2020-03-31,estimate,948,816,1078,897,1001
England,2020-04-01,estimate,890,769,1016,837,933
England,2020-04-02,estimate,836,720,950,785,876
England,2020-04-03,estimate,786,671,886,740,826
England,2020-04-04,estimate,739,640,845,699,779
England,2020-04-05,estimate,699,606,801,660,735
England,2020-04-06,estimate,664,578,768,626,701
England,2020-04-07,estimate,632,542,724,592,667
England,2020-04-08,estimate,605,512,692,564,640
England,2020-04-09,estimate,581,491,668,544,619
England,2020-04-10,estimate,561,470,647,514,588
England,2020-04-11,estimate,543,448,621,502,574
