region,date,strat,type,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90
Wales,2020-10-27,,estimate based on partial data,0.024,0.018,0.035,-0.047,0.004,0.018,0.03,0.037,0.066
Wales,2020-10-28,,estimate based on partial data,0.024,0.018,0.038,-0.052,0.002,0.018,0.03,0.037,0.071
Wales,2020-10-25,,estimate based on partial data,0.024,0.019,0.028,-0.034,0.006,0.019,0.029,0.036,0.056
Wales,2020-10-26,,estimate based on partial data,0.024,0.019,0.031,-0.041,0.005,0.018,0.029,0.036,0.061
Wales,2020-10-24,,estimate based on partial data,0.024,0.02,0.025,-0.028,0.007,0.019,0.029,0.035,0.053
Wales,2020-10-29,,estimate based on partial data,0.025,0.018,0.042,-0.058,0.001,0.018,0.03,0.038,0.075
Wales,2020-10-30,,estimate based on partial data,0.025,0.018,0.046,-0.064,0,0.018,0.03,0.039,0.081
Wales,2020-10-31,,estimate based on partial data,0.025,0.018,0.05,-0.07,-0.001,0.018,0.031,0.04,0.088
Wales,2020-10-23,,estimate based on partial data,0.025,0.02,0.023,-0.022,0.009,0.02,0.029,0.035,0.05
Wales,2020-10-22,,estimate based on partial data,0.025,0.021,0.02,-0.017,0.011,0.02,0.029,0.035,0.048
Wales,2020-10-21,,estimate based on partial data,0.025,0.022,0.018,-0.013,0.012,0.021,0.029,0.034,0.047
Wales,2020-10-20,,estimate,0.026,0.023,0.017,-0.008,0.014,0.022,0.029,0.034,0.046
Wales,2020-10-19,,estimate,0.026,0.024,0.015,-0.004,0.016,0.023,0.03,0.034,0.046
Wales,2020-10-18,,estimate,0.027,0.026,0.014,0,0.018,0.024,0.03,0.035,0.046
Wales,2020-10-17,,estimate,0.028,0.027,0.013,0.004,0.02,0.025,0.031,0.035,0.046
Wales,2020-10-16,,estimate,0.029,0.028,0.012,0.007,0.021,0.026,0.032,0.036,0.046
Wales,2020-10-15,,estimate,0.03,0.03,0.012,0.01,0.023,0.027,0.033,0.037,0.047
Wales,2020-10-14,,estimate,0.031,0.031,0.012,0.012,0.024,0.029,0.033,0.038,0.049
Wales,2020-10-13,,estimate,0.032,0.032,0.012,0.015,0.026,0.03,0.034,0.038,0.051
Wales,2020-10-12,,estimate,0.033,0.033,0.012,0.017,0.027,0.031,0.035,0.039,0.054
Wales,2020-10-11,,estimate,0.034,0.035,0.012,0.018,0.028,0.032,0.036,0.041,0.055
Wales,2020-10-10,,estimate,0.035,0.036,0.012,0.019,0.029,0.032,0.037,0.041,0.057
Wales,2020-10-09,,estimate,0.035,0.037,0.012,0.02,0.03,0.033,0.038,0.043,0.059
Wales,2020-10-08,,estimate,0.036,0.038,0.012,0.021,0.03,0.034,0.039,0.043,0.06
Wales,2020-10-07,,estimate,0.037,0.039,0.013,0.022,0.031,0.034,0.039,0.044,0.062
Wales,2020-10-06,,estimate,0.037,0.039,0.013,0.023,0.031,0.035,0.04,0.045,0.063
Wales,2020-10-05,,estimate,0.037,0.04,0.013,0.023,0.032,0.035,0.04,0.045,0.064
Wales,2020-10-03,,estimate,0.038,0.04,0.013,0.023,0.032,0.036,0.04,0.046,0.063
Wales,2020-10-04,,estimate,0.038,0.04,0.013,0.024,0.032,0.035,0.04,0.046,0.064
