region,date,type,median,lower_90,upper_90,lower_50,upper_50
East of England,2020-04-02,estimate,188,109,284,146,216
East of England,2020-04-03,estimate,166,86,245,116,182
East of England,2020-04-04,estimate,155,84,228,126,185
East of England,2020-04-05,estimate,170,90,250,131,197
East of England,2020-04-06,estimate,197,107,297,141,217
East of England,2020-04-07,estimate,199,100,289,144,219
East of England,2020-04-08,estimate,187,95,276,146,216
East of England,2020-04-09,estimate,212,117,312,163,241
East of England,2020-04-10,estimate,174,91,254,135,199
East of England,2020-04-11,estimate,160,84,233,128,185
East of England,2020-04-12,estimate,167,96,253,128,190
East of England,2020-04-13,estimate,190,98,279,153,225
East of England,2020-04-14,estimate,188,100,279,147,218
East of England,2020-04-15,estimate,171,90,255,124,190
East of England,2020-04-16,estimate,188,107,282,138,210
East of England,2020-04-17,estimate,156,92,237,109,171
East of England,2020-04-18,estimate,139,72,209,101,156
East of England,2020-04-19,estimate,144,76,214,105,161
East of England,2020-04-20,estimate,165,83,240,126,188
East of England,2020-04-21,estimate,164,88,245,121,182
East of England,2020-04-22,estimate,148,81,220,111,167
East of England,2020-04-23,estimate,164,88,250,121,184
East of England,2020-04-24,estimate,139,77,211,108,161
East of England,2020-04-25,estimate,120,66,179,91,137
East of England,2020-04-26,estimate,128,64,191,90,140
East of England,2020-04-27,estimate,148,73,215,106,162
East of England,2020-04-28,estimate,141,76,210,106,158
East of England,2020-04-29,estimate,133,67,194,101,151
East of England,2020-04-30,estimate,145,79,213,110,162
East of England,2020-05-01,estimate,119,66,181,83,130
East of England,2020-05-02,estimate,106,52,155,78,118
East of England,2020-05-03,estimate,112,58,165,88,130
East of England,2020-05-04,estimate,126,65,188,96,143
East of England,2020-05-05,estimate,122,62,178,94,141
East of England,2020-05-06,estimate,111,60,164,79,123
East of England,2020-05-07,estimate,122,66,179,96,142
East of England,2020-05-08,estimate,98,50,147,69,108
East of England,2020-05-09,estimate,88,45,131,66,99
East of England,2020-05-10,estimate,91,52,139,64,101
East of England,2020-05-11,estimate,102,55,154,72,112
East of England,2020-05-12,estimate,100,55,151,70,108
East of England,2020-05-13,estimate,88,47,134,64,100
East of England,2020-05-14,estimate,97,53,149,72,108
East of England,2020-05-15,estimate,80,37,115,57,89
East of England,2020-05-16,estimate,70,36,106,49,77
East of England,2020-05-17,estimate,72,38,109,50,79
East of England,2020-05-18,estimate,80,41,122,58,90
East of England,2020-05-19,estimate,77,39,117,56,87
East of England,2020-05-20,estimate,69,33,102,51,77
East of England,2020-05-21,estimate,76,36,112,51,82
East of England,2020-05-22,estimate,62,30,91,45,69
East of England,2020-05-23,estimate,54,31,83,38,60
East of England,2020-05-24,estimate,57,27,84,42,65
East of England,2020-05-25,estimate,64,32,95,48,74
East of England,2020-05-26,estimate,62,30,92,42,67
East of England,2020-05-27,estimate,56,26,83,38,61
East of England,2020-05-28,estimate,61,34,94,43,67
East of England,2020-05-29,estimate,50,29,82,37,58
East of England,2020-05-30,estimate,44,21,66,30,48
East of England,2020-05-31,estimate,46,24,71,35,53
East of England,2020-06-01,estimate,51,24,76,36,57
East of England,2020-06-02,estimate,50,21,75,35,55
East of England,2020-06-03,estimate,45,20,68,30,49
