region,date,type,median,lower_90,upper_90,lower_50,upper_50
England,2020-06-09,estimate,250,204,299,232,270
England,2020-06-10,estimate,240,195,290,223,262
England,2020-06-11,estimate,232,185,281,209,248
England,2020-06-12,estimate,225,177,276,203,244
England,2020-06-13,estimate,220,174,276,195,237
England,2020-06-14,estimate,217,169,273,187,231
England,2020-06-15,estimate,215,162,268,188,234
England,2020-06-16,estimate,216,164,272,187,235
England,2020-06-17,estimate,219,162,273,187,236
England,2020-06-18,estimate,223,171,284,195,245
England,2020-06-19,estimate,231,175,289,190,242
England,2020-06-20,estimate,240,185,301,203,255
England,2020-06-21,estimate,253,198,315,214,267
England,2020-06-22,estimate,270,213,333,243,297
England,2020-06-23,estimate,289,231,352,259,313
England,2020-06-24,estimate,311,249,373,285,338
England,2020-06-25,estimate,337,274,400,308,360
England,2020-06-26,estimate,365,302,432,342,395
England,2020-06-27,estimate,396,324,461,366,422
England,2020-06-28,estimate,429,360,506,390,451
England,2020-06-29,estimate,464,389,551,424,492
England,2020-06-30,estimate,501,410,590,457,532
England,2020-07-01,estimate,537,437,637,494,578
England,2020-07-02,estimate,572,468,686,511,605
England,2020-07-03,estimate,605,491,727,559,660
England,2020-07-04,estimate,637,507,760,581,689
England,2020-07-05,estimate,661,522,790,601,714
England,2020-07-06,estimate,682,550,819,607,720
England,2020-07-07,estimate,699,559,826,630,742
England,2020-07-08,estimate,709,574,835,650,760
England,2020-07-09,estimate,716,586,840,652,759
England,2020-07-10,estimate,716,604,854,645,747
England,2020-07-11,estimate,715,593,841,648,746
England,2020-07-12,estimate,712,606,851,653,750
England,2020-07-13,estimate,709,599,844,642,742
England,2020-07-14,estimate,706,580,832,656,759
England,2020-07-15,estimate,704,580,840,649,752
England,2020-07-16,estimate,702,578,845,648,752
England,2020-07-17,estimate,703,573,848,642,748
England,2020-07-18,estimate,706,565,849,645,755
England,2020-07-19,estimate,710,562,849,636,748
England,2020-07-20,estimate,717,575,865,654,767
England,2020-07-21,estimate,725,577,866,671,784
England,2020-07-22,estimate,737,588,878,662,779
England,2020-07-23,estimate,751,599,895,693,811
England,2020-07-24,estimate,768,609,910,695,816
England,2020-07-25,estimate,787,636,937,738,861
England,2020-07-26,estimate,812,669,971,745,872
England,2020-07-27,estimate,835,695,1009,754,882
England,2020-07-28,estimate,861,700,1021,791,922
England,2020-07-29,estimate,886,737,1072,808,943
England,2020-07-30,estimate,908,739,1088,847,985
England,2020-07-31,estimate,933,771,1130,861,1004
