region,date,type,median,lower_90,upper_90,lower_50,upper_50
England,2020-06-09,estimate,0.84,0.73,0.94,0.81,0.89
England,2020-06-10,estimate,0.84,0.73,0.94,0.8,0.89
England,2020-06-11,estimate,0.84,0.73,0.94,0.81,0.9
England,2020-06-12,estimate,0.86,0.74,0.95,0.82,0.91
England,2020-06-13,estimate,0.87,0.76,0.97,0.83,0.93
England,2020-06-14,estimate,0.89,0.78,0.99,0.85,0.94
England,2020-06-15,estimate,0.91,0.81,1.01,0.87,0.96
England,2020-06-16,estimate,0.94,0.84,1.04,0.91,0.99
England,2020-06-17,estimate,0.97,0.88,1.06,0.95,1.03
England,2020-06-18,estimate,1,0.9,1.09,0.97,1.04
England,2020-06-19,estimate,1.03,0.94,1.12,1.01,1.08
England,2020-06-20,estimate,1.07,0.98,1.16,1.04,1.11
England,2020-06-21,estimate,1.11,1.02,1.2,1.07,1.14
England,2020-06-22,estimate,1.14,1.05,1.25,1.11,1.19
England,2020-06-23,estimate,1.18,1.07,1.28,1.12,1.21
England,2020-06-24,estimate,1.21,1.1,1.34,1.16,1.25
England,2020-06-25,estimate,1.24,1.12,1.37,1.19,1.3
England,2020-06-26,estimate,1.27,1.14,1.4,1.21,1.32
England,2020-06-27,estimate,1.29,1.15,1.43,1.21,1.33
England,2020-06-28,estimate,1.3,1.16,1.45,1.23,1.36
England,2020-06-29,estimate,1.31,1.17,1.46,1.24,1.36
England,2020-06-30,estimate,1.3,1.17,1.46,1.23,1.36
England,2020-07-01,estimate,1.3,1.17,1.44,1.23,1.35
England,2020-07-02,estimate,1.28,1.15,1.41,1.21,1.32
England,2020-07-03,estimate,1.26,1.14,1.38,1.19,1.29
England,2020-07-04,estimate,1.24,1.13,1.35,1.19,1.28
England,2020-07-05,estimate,1.21,1.12,1.32,1.17,1.25
England,2020-07-06,estimate,1.18,1.1,1.29,1.14,1.22
England,2020-07-07,estimate,1.15,1.07,1.25,1.12,1.19
England,2020-07-08,estimate,1.13,1.04,1.22,1.09,1.16
England,2020-07-09,estimate,1.1,1,1.18,1.06,1.14
England,2020-07-10,estimate,1.08,0.98,1.17,1.03,1.11
England,2020-07-11,estimate,1.05,0.95,1.15,1.01,1.09
England,2020-07-12,estimate,1.04,0.93,1.14,1,1.08
England,2020-07-13,estimate,1.02,0.91,1.12,0.98,1.07
England,2020-07-14,estimate,1.01,0.9,1.11,0.96,1.05
England,2020-07-15,estimate,1,0.9,1.1,0.97,1.05
England,2020-07-16,estimate,1,0.9,1.1,0.96,1.04
England,2020-07-17,estimate,1,0.9,1.1,0.95,1.04
England,2020-07-18,estimate,1,0.91,1.09,0.96,1.04
England,2020-07-19,estimate,1,0.91,1.09,0.98,1.05
England,2020-07-20,estimate,1.01,0.94,1.1,0.98,1.05
England,2020-07-21,estimate,1.03,0.94,1.1,0.99,1.06
England,2020-07-22,estimate,1.04,0.95,1.12,1.01,1.08
England,2020-07-23,estimate,1.05,0.96,1.13,1.01,1.08
England,2020-07-24,estimate,1.06,0.97,1.15,1.02,1.09
England,2020-07-25,estimate,1.07,0.98,1.16,1.03,1.11
England,2020-07-26,estimate,1.08,0.98,1.17,1.04,1.11
