region,date,strat,type,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90
South West,2020-10-04,,estimate,4,4,1,3,4,4,4,5,5
South West,2020-10-05,,estimate,4,4,1,3,4,4,5,5,6
South West,2020-10-06,,estimate,5,5,1,4,4,4,5,5,6
South West,2020-10-07,,estimate,5,5,1,4,5,5,5,6,7
South West,2020-10-08,,estimate,5,5,1,4,5,5,6,6,7
Northern Ireland,2020-10-09,,estimate,5,6,1,4,5,5,6,6,8
South West,2020-10-09,,estimate,6,6,1,4,5,5,6,6,8
South West,2020-10-10,,estimate,6,6,1,5,5,6,6,7,8
Northern Ireland,2020-10-10,,estimate,6,6,2,4,5,5,6,7,9
Northern Ireland,2020-10-11,,estimate,6,6,2,4,5,6,7,7,10
South West,2020-10-11,,estimate,7,7,1,5,6,6,7,7,9
South West,2020-10-12,,estimate,7,7,1,5,6,7,7,8,10
Northern Ireland,2020-10-12,,estimate,7,7,2,4,5,6,7,8,11
Northern Ireland,2020-10-13,,estimate,7,7,3,4,6,6,8,9,12
South West,2020-10-13,,estimate based on partial data,7,8,2,5,7,7,8,9,11
Northern Ireland,2020-10-14,,estimate based on partial data,7,8,3,4,6,7,8,9,13
South West,2020-10-14,,estimate based on partial data,8,8,2,6,7,8,8,9,12
Northern Ireland,2020-10-15,,estimate based on partial data,8,9,4,4,6,7,9,10,15
Northern Ireland,2020-10-16,,estimate based on partial data,8,9,4,4,6,7,9,10,16
Northern Ireland,2020-10-17,,estimate based on partial data,8,9,4,4,7,8,9,11,17
Wales,2020-10-04,,estimate,9,9,1,8,9,9,10,10,12
South West,2020-10-15,,estimate based on partial data,9,9,2,6,7,8,9,10,13
South West,2020-10-16,,estimate based on partial data,9,9,2,6,8,9,10,11,14
Northern Ireland,2020-10-18,,estimate based on partial data,9,10,5,4,7,8,10,12,19
Northern Ireland,2020-10-19,,estimate based on partial data,9,11,6,4,7,8,11,13,21
Wales,2020-10-05,,estimate,10,10,1,8,9,9,10,11,12
Wales,2020-10-06,,estimate,10,10,1,8,9,10,10,11,13
South West,2020-10-17,,estimate based on partial data,10,10,3,6,8,9,10,12,15
Wales,2020-10-07,,estimate,10,11,2,8,10,10,11,12,14
South West,2020-10-18,,estimate based on partial data,10,11,3,7,9,10,11,13,17
Northern Ireland,2020-10-20,,estimate based on partial data,10,11,7,4,7,9,11,14,23
Northern Ireland,2020-10-21,,estimate based on partial data,10,12,8,4,7,9,12,15,25
Wales,2020-10-08,,estimate,11,11,2,9,10,10,11,12,14
Wales,2020-10-09,,estimate,11,12,2,9,10,11,12,13,15
South West,2020-10-19,,estimate based on partial data,11,12,4,7,9,10,12,14,18
Northern Ireland,2020-10-22,,estimate based on partial data,11,13,9,4,8,10,13,16,28
Wales,2020-10-10,,estimate,12,12,2,9,11,11,12,13,16
Wales,2020-10-11,,estimate,12,12,2,9,11,12,13,14,16
South West,2020-10-20,,estimate based on partial data,12,13,4,7,10,11,13,15,20
Northern Ireland,2020-10-23,,estimate based on partial data,12,14,10,4,8,10,13,17,31
Northern Ireland,2020-10-24,,estimate based on partial data,12,15,12,4,8,10,14,18,35
Wales,2020-10-12,,estimate based on partial data,13,13,3,9,11,12,13,14,17
Wales,2020-10-13,,estimate based on partial data,13,13,3,10,12,13,14,15,19
South West,2020-10-21,,estimate based on partial data,13,13,5,8,10,12,14,16,22
Northern Ireland,2020-10-25,,estimate based on partial data,13,16,14,4,8,11,15,20,39
Northern Ireland,2020-10-26,,estimate based on partial data,13,18,16,4,9,11,16,21,43
Wales,2020-10-14,,estimate based on partial data,14,14,3,10,12,13,14,16,20
Wales,2020-10-15,,estimate based on partial data,14,15,3,10,12,13,15,16,21
South West,2020-10-22,,estimate based on partial data,14,15,5,8,11,13,15,17,24
Northern Ireland,2020-10-27,,estimate based on partial data,14,19,18,4,9,12,17,23,48
Wales,2020-10-16,,estimate based on partial data,15,15,4,10,13,14,16,17,22
Wales,2020-10-17,,estimate based on partial data,15,16,4,10,13,14,16,18,23
