region,date,type,median,lower_90,upper_90,lower_50,upper_50
East Midlands,2020-05-15,estimate,0.9,0.86,0.96,0.88,0.92
East Midlands,2020-05-16,estimate,0.9,0.85,0.96,0.88,0.92
East Midlands,2020-05-17,estimate,0.9,0.85,0.95,0.88,0.92
East Midlands,2020-05-18,estimate,0.9,0.84,0.95,0.88,0.92
East Midlands,2020-05-19,estimate,0.89,0.84,0.95,0.87,0.91
East Midlands,2020-05-20,estimate,0.89,0.84,0.94,0.87,0.91
East Midlands,2020-05-21,estimate,0.89,0.84,0.95,0.87,0.9
East Midlands,2020-05-22,estimate,0.89,0.84,0.94,0.87,0.9
East Midlands,2020-05-23,estimate,0.88,0.83,0.94,0.87,0.9
East Midlands,2020-05-24,estimate,0.88,0.82,0.93,0.86,0.9
East Midlands,2020-05-25,estimate,0.88,0.82,0.93,0.86,0.89
East Midlands,2020-05-26,estimate,0.88,0.83,0.94,0.86,0.9
East Midlands,2020-05-27,estimate,0.87,0.82,0.94,0.85,0.89
East Midlands,2020-05-28,estimate,0.87,0.81,0.93,0.85,0.89
East Midlands,2020-05-29,estimate,0.87,0.81,0.93,0.85,0.88
East Midlands,2020-05-30,estimate,0.87,0.81,0.93,0.84,0.88
East Midlands,2020-05-31,estimate,0.86,0.8,0.91,0.84,0.88
East Midlands,2020-06-01,estimate,0.86,0.8,0.91,0.84,0.88
East Midlands,2020-06-02,estimate,0.86,0.79,0.91,0.84,0.88
East Midlands,2020-06-03,estimate,0.85,0.79,0.91,0.84,0.88
East Midlands,2020-06-04,estimate,0.85,0.79,0.91,0.83,0.87
East Midlands,2020-06-05,estimate,0.85,0.78,0.9,0.83,0.87
East Midlands,2020-06-06,estimate,0.85,0.78,0.9,0.82,0.86
East Midlands,2020-06-07,estimate,0.84,0.78,0.9,0.82,0.86
East Midlands,2020-06-08,estimate,0.84,0.78,0.9,0.82,0.87
East Midlands,2020-06-09,estimate,0.84,0.78,0.9,0.82,0.86
East Midlands,2020-06-10,estimate,0.83,0.77,0.89,0.82,0.86
East Midlands,2020-06-11,estimate,0.83,0.77,0.89,0.81,0.85
East Midlands,2020-06-12,estimate,0.83,0.76,0.88,0.81,0.85
East Midlands,2020-06-13,estimate,0.83,0.76,0.88,0.81,0.85
East Midlands,2020-06-14,estimate,0.82,0.76,0.88,0.81,0.85
East Midlands,2020-06-15,estimate,0.82,0.76,0.88,0.81,0.85
East Midlands,2020-06-16,estimate,0.82,0.76,0.88,0.81,0.85
East Midlands,2020-06-17,estimate,0.82,0.75,0.87,0.8,0.85
East Midlands,2020-06-18,estimate,0.82,0.75,0.87,0.8,0.84
East Midlands,2020-06-19,estimate,0.82,0.75,0.87,0.8,0.85
East Midlands,2020-06-20,estimate,0.82,0.76,0.87,0.8,0.84
East Midlands,2020-06-21,estimate,0.82,0.76,0.88,0.8,0.84
East Midlands,2020-06-22,estimate,0.82,0.76,0.87,0.8,0.84
East Midlands,2020-06-23,estimate,0.82,0.76,0.88,0.8,0.84
East Midlands,2020-06-24,estimate,0.82,0.76,0.88,0.8,0.84
East Midlands,2020-06-25,estimate,0.82,0.75,0.87,0.8,0.84
East Midlands,2020-06-26,estimate,0.82,0.75,0.87,0.8,0.84
East Midlands,2020-06-27,estimate,0.82,0.75,0.87,0.8,0.85
East Midlands,2020-06-28,estimate,0.82,0.75,0.88,0.8,0.84
East Midlands,2020-06-29,estimate,0.82,0.75,0.88,0.79,0.84
East Midlands,2020-06-30,estimate,0.82,0.75,0.88,0.79,0.84
East Midlands,2020-07-01,estimate,0.82,0.75,0.88,0.8,0.84
East Midlands,2020-07-02,estimate,0.82,0.75,0.89,0.79,0.84
East Midlands,2020-07-03,estimate,0.82,0.75,0.9,0.79,0.84
East Midlands,2020-07-04,estimate,0.82,0.74,0.89,0.79,0.84
East Midlands,2020-07-05,estimate,0.82,0.74,0.89,0.79,0.84
East Midlands,2020-07-06,estimate,0.82,0.74,0.89,0.79,0.84
East Midlands,2020-07-07,estimate,0.82,0.75,0.89,0.79,0.84
East Midlands,2020-07-08,estimate,0.81,0.75,0.89,0.79,0.84
East Midlands,2020-07-09,estimate,0.81,0.74,0.88,0.79,0.84
East Midlands,2020-07-10,estimate,0.81,0.74,0.89,0.78,0.83
East Midlands,2020-07-11,estimate,0.81,0.73,0.88,0.78,0.83
East Midlands,2020-07-12,estimate,0.81,0.73,0.88,0.78,0.83
East Midlands,2020-07-13,estimate,0.81,0.73,0.89,0.78,0.83
East Midlands,2020-07-14,estimate,0.8,0.73,0.89,0.78,0.83
East Midlands,2020-07-15,estimate,0.8,0.73,0.89,0.77,0.83
East Midlands,2020-07-16,estimate,0.8,0.72,0.89,0.77,0.83
East Midlands,2020-07-17,estimate,0.8,0.72,0.89,0.77,0.83
East Midlands,2020-07-18,estimate,0.8,0.71,0.88,0.77,0.83
East Midlands,2020-07-19,estimate,0.8,0.7,0.88,0.77,0.83
East Midlands,2020-07-20,estimate,0.79,0.7,0.88,0.76,0.83
East Midlands,2020-07-21,estimate,0.79,0.69,0.88,0.76,0.82
East Midlands,2020-07-22,estimate,0.79,0.69,0.88,0.76,0.83
East Midlands,2020-07-23,estimate,0.79,0.68,0.88,0.76,0.83
East Midlands,2020-07-24,estimate,0.79,0.67,0.88,0.75,0.83
East Midlands,2020-07-25,estimate,0.79,0.66,0.88,0.75,0.83
East Midlands,2020-07-26,estimate,0.79,0.67,0.9,0.76,0.84
East Midlands,2020-07-27,estimate,0.78,0.66,0.89,0.75,0.84
East Midlands,2020-07-28,estimate,0.78,0.65,0.89,0.75,0.84
East Midlands,2020-07-29,estimate,0.78,0.65,0.89,0.75,0.84
