region,date,type,median,lower_90,upper_90,lower_50,upper_50
England,2020-05-15,estimate,0.79,0.71,0.85,0.76,0.82
England,2020-05-16,estimate,0.79,0.71,0.85,0.76,0.82
England,2020-05-17,estimate,0.78,0.71,0.85,0.76,0.82
England,2020-05-18,estimate,0.78,0.71,0.85,0.76,0.81
England,2020-05-19,estimate,0.79,0.72,0.85,0.76,0.81
England,2020-05-20,estimate,0.79,0.72,0.85,0.76,0.81
England,2020-05-21,estimate,0.79,0.73,0.86,0.77,0.82
England,2020-05-22,estimate,0.8,0.74,0.87,0.77,0.83
England,2020-05-23,estimate,0.8,0.74,0.87,0.78,0.83
England,2020-05-24,estimate,0.81,0.74,0.88,0.78,0.83
England,2020-05-25,estimate,0.82,0.75,0.89,0.78,0.84
England,2020-05-26,estimate,0.82,0.76,0.9,0.8,0.85
England,2020-05-27,estimate,0.83,0.76,0.9,0.8,0.85
England,2020-05-28,estimate,0.83,0.77,0.91,0.8,0.86
England,2020-05-29,estimate,0.84,0.77,0.92,0.81,0.86
England,2020-05-30,estimate,0.84,0.77,0.92,0.81,0.86
England,2020-05-31,estimate,0.85,0.78,0.92,0.82,0.87
England,2020-06-01,estimate,0.85,0.78,0.92,0.82,0.88
England,2020-06-02,estimate,0.85,0.78,0.92,0.82,0.87
England,2020-06-03,estimate,0.85,0.78,0.92,0.83,0.88
England,2020-06-04,estimate,0.85,0.78,0.91,0.83,0.88
England,2020-06-05,estimate,0.86,0.79,0.93,0.83,0.89
England,2020-06-06,estimate,0.86,0.79,0.93,0.83,0.89
England,2020-06-07,estimate,0.86,0.79,0.94,0.84,0.9
England,2020-06-08,estimate,0.87,0.79,0.94,0.84,0.9
England,2020-06-09,estimate,0.87,0.79,0.94,0.85,0.91
England,2020-06-10,estimate,0.88,0.79,0.95,0.86,0.92
England,2020-06-11,estimate,0.89,0.8,0.96,0.86,0.93
England,2020-06-12,estimate,0.9,0.82,0.98,0.88,0.94
England,2020-06-13,estimate,0.92,0.83,1,0.9,0.97
England,2020-06-14,estimate,0.93,0.85,1.02,0.91,0.98
